name ts   x y z   roll pitch yaw  err delay
anonymous:0 1603183178 261788000   -0.246149 0.485932 1.31091
anonymous:0 1603183178 272022000   -0.234475 0.489805 1.29937
anonymous:0 1603183178 281840000   -0.223015 0.494505 1.28669
anonymous:0 1603183178 292043000   -0.212099 0.499931 1.27312
anonymous:0 1603183178 302262000   -0.201907 0.506043 1.25846
anonymous:0 1603183178 312110000   -0.193048 0.513033 1.24292
anonymous:0 1603183178 321780000   -0.183055 0.520063 1.22711
anonymous:0 1603183178 331984000   -0.174142 0.528058 1.21042
anonymous:0 1603183178 341802000   -0.16567 0.536858 1.19316
anonymous:0 1603183178 352054000   -0.158002 0.546512 1.17538
anonymous:0 1603183178 361650000   -0.150789 0.55659 1.15715
anonymous:0 1603183178 371469000   -0.143917 0.567179 1.13871
anonymous:0 1603183178 381827000   -0.137593 0.578187 1.12016
anonymous:0 1603183178 392079000   -0.131749 0.589793 1.10165
anonymous:0 1603183178 401989000   -0.126861 0.602202 1.08337
anonymous:0 1603183178 412270000   -0.122216 0.614946 1.06569
anonymous:0 1603183178 421846000   -0.118607 0.628393 1.04843
anonymous:0 1603183178 432803000   -0.115107 0.642523 1.03193
anonymous:0 1603183178 441665000   -0.112549 0.656736 1.01632
anonymous:0 1603183178 452319000   -0.110052 0.671118 1.00146
anonymous:0 1603183178 461336000   -0.108441 0.685157 0.987306
anonymous:0 1603183178 471232000   -0.107588 0.699047 0.974352
anonymous:0 1603183178 481897000   -0.107162 0.712359 0.962399
anonymous:0 1603183178 491679000   -0.107735 0.725243 0.951655
anonymous:0 1603183178 502019000   -0.109542 0.737148 0.941842
anonymous:0 1603183178 511961000   -0.111843 0.748264 0.933142
anonymous:0 1603183178 521723000   -0.114939 0.758031 0.925539
anonymous:0 1603183178 531963000   -0.118664 0.7666 0.918837
anonymous:0 1603183178 541315000   -0.122865 0.773926 0.912838
anonymous:0 1603183178 550725000   -0.127334 0.779682 0.908227
anonymous:0 1603183178 560561000   -0.132284 0.784207 0.90447
anonymous:0 1603183178 570580000   -0.13775 0.787201 0.901879
anonymous:0 1603183178 580410000   -0.143508 0.788781 0.900384
anonymous:0 1603183178 589943000   -0.149836 0.788761 0.900036
anonymous:0 1603183178 600502000   -0.156792 0.787143 0.900591
anonymous:0 1603183178 610648000   -0.164264 0.784044 0.902055
anonymous:0 1603183178 620567000   -0.172143 0.779429 0.904423
anonymous:0 1603183178 630609000   -0.180391 0.773811 0.907882
anonymous:0 1603183178 640825000   -0.189477 0.767388 0.912073
anonymous:0 1603183178 651655000   -0.19883 0.760083 0.917327
anonymous:0 1603183178 661750000   -0.208594 0.752199 0.92355
anonymous:0 1603183178 671648000   -0.218479 0.74392 0.930711
anonymous:0 1603183178 681600000   -0.229012 0.735066 0.939012
anonymous:0 1603183178 691618000   -0.240085 0.725627 0.948036
anonymous:0 1603183178 701785000   -0.251217 0.716587 0.958233
anonymous:0 1603183178 711885000   -0.262864 0.707693 0.969388
anonymous:0 1603183178 721770000   -0.274383 0.699049 0.981612
anonymous:0 1603183178 732035000   -0.285984 0.690866 0.994974
anonymous:0 1603183178 741714000   -0.297282 0.683061 1.00934
anonymous:0 1603183178 751876000   -0.30871 0.675856 1.02477
anonymous:0 1603183178 761620000   -0.320034 0.669223 1.04098
anonymous:0 1603183178 771502000   -0.331292 0.663223 1.05805
anonymous:0 1603183178 781861000   -0.342836 0.658119 1.0762
anonymous:0 1603183178 791347000   -0.353691 0.653877 1.09489
anonymous:0 1603183178 802300000   -0.364112 0.650641 1.1145
anonymous:0 1603183178 811658000   -0.374204 0.648392 1.13483
anonymous:0 1603183178 821590000   -0.383309 0.647098 1.15583
anonymous:0 1603183178 831752000   -0.392417 0.646466 1.17729
anonymous:0 1603183178 841661000   -0.401213 0.646888 1.19892
anonymous:0 1603183178 852207000   -0.411784 0.648984 1.22043
anonymous:0 1603183178 861687000   -0.419077 0.650893 1.24271
anonymous:0 1603183178 871698000   -0.427487 0.653977 1.26463
anonymous:0 1603183178 883008000   -0.435662 0.658122 1.2865
anonymous:0 1603183178 892590000   -0.443314 0.662875 1.30843
anonymous:0 1603183178 902433000   -0.450616 0.668471 1.33013
anonymous:0 1603183178 911958000   -0.45827 0.674871 1.35169
anonymous:0 1603183178 921486000   -0.4655 0.681983 1.37293
anonymous:0 1603183178 931878000   -0.473173 0.690106 1.3936
anonymous:0 1603183178 941511000   -0.480789 0.698906 1.41376
anonymous:0 1603183178 950869000   -0.487909 0.708282 1.43321
anonymous:0 1603183178 961712000   -0.495675 0.718331 1.45245
anonymous:0 1603183178 971749000   -0.502726 0.728365 1.4707
anonymous:0 1603183178 981757000   -0.509612 0.739319 1.48882
anonymous:0 1603183178 991952000   -0.50479 0.751255 1.50707
anonymous:0 1603183179 1987000   -0.511656 0.762375 1.52306
anonymous:0 1603183179 11959000   -0.518767 0.773763 1.53814
anonymous:0 1603183179 21840000   -0.525686 0.785392 1.55193
anonymous:0 1603183179 31788000   -0.533007 0.797057 1.56466
anonymous:0 1603183179 41664000   -0.540516 0.808771 1.57613
anonymous:0 1603183179 51446000   -0.548287 0.820466 1.58628
anonymous:0 1603183179 61619000   -0.555827 0.831803 1.59511
anonymous:0 1603183179 71708000   -0.563222 0.842838 1.60277
anonymous:0 1603183179 81316000   -0.571044 0.853488 1.60921
anonymous:0 1603183179 91529000   -0.578855 0.863668 1.6144
anonymous:0 1603183179 101501000   -0.58669 0.873207 1.61844
anonymous:0 1603183179 111300000   -0.594546 0.882289 1.62116
anonymous:0 1603183179 121775000   -0.60229 0.890795 1.62247
anonymous:0 1603183179 131743000   -0.610131 0.89853 1.62251
anonymous:0 1603183179 141661000   -0.618076 0.905586 1.62136
anonymous:0 1603183179 151920000   -0.625319 0.912176 1.6189
anonymous:0 1603183179 161788000   -0.632603 0.917792 1.6155
anonymous:0 1603183179 171621000   -0.640188 0.922475 1.61091
anonymous:0 1603183179 181988000   -0.647177 0.926368 1.60537
anonymous:0 1603183179 191301000   -0.654239 0.929526 1.59884
anonymous:0 1603183179 201868000   -0.66079 0.931976 1.59122
anonymous:0 1603183179 212436000   -0.667129 0.93348 1.58268
anonymous:0 1603183179 221644000   -0.673256 0.934582 1.57301
anonymous:0 1603183179 231794000   -0.67895 0.93493 1.56231
anonymous:0 1603183179 241333000   -0.684063 0.935012 1.55043
anonymous:0 1603183179 251998000   -0.688139 0.934463 1.53754
anonymous:0 1603183179 261601000   -0.691756 0.933598 1.52371
anonymous:0 1603183179 271518000   -0.694622 0.932208 1.50915
anonymous:0 1603183179 281845000   -0.696547 0.930299 1.49378
anonymous:0 1603183179 291935000   -0.697551 0.928057 1.47766
anonymous:0 1603183179 302251000   -0.697457 0.925399 1.46092
anonymous:0 1603183179 312258000   -0.696012 0.922428 1.44345
anonymous:0 1603183179 321530000   -0.693518 0.919214 1.4256
anonymous:0 1603183179 331200000   -0.690215 0.915666 1.40777
anonymous:0 1603183179 342242000   -0.686534 0.91248 1.38922
anonymous:0 1603183179 351537000   -0.682048 0.908945 1.37153
anonymous:0 1603183179 361808000   -0.675165 0.90582 1.35327
anonymous:0 1603183179 371521000   -0.666559 0.902929 1.33469
anonymous:0 1603183179 381543000   -0.657258 0.900397 1.31629
anonymous:0 1603183179 391528000   -0.647212 0.898234 1.29799
anonymous:0 1603183179 401216000   -0.636116 0.896582 1.2798
anonymous:0 1603183179 411513000   -0.623973 0.895588 1.26177
anonymous:0 1603183179 421437000   -0.611327 0.895106 1.24391
anonymous:0 1603183179 431564000   -0.598106 0.895392 1.22624
anonymous:0 1603183179 441740000   -0.585807 0.896199 1.20972
anonymous:0 1603183179 461797000   -0.554435 0.899853 1.17644
anonymous:0 1603183179 481798000   -0.521278 0.906075 1.14822
anonymous:0 1603183179 492047000   -0.511916 0.909291 1.1331
anonymous:0 1603183179 502503000   -0.493947 0.914275 1.12218
anonymous:0 1603183179 512316000   -0.475331 0.91973 1.11306
anonymous:0 1603183179 521933000   -0.457651 0.92612 1.1049
anonymous:0 1603183179 532084000   -0.428488 0.933033 1.10039
anonymous:0 1603183179 541804000   -0.411977 0.940365 1.09457
anonymous:0 1603183179 551331000   -0.396218 0.948406 1.09002
anonymous:0 1603183179 561869000   -0.380527 0.957415 1.0862
anonymous:0 1603183179 571757000   -0.365628 0.967386 1.0838
anonymous:0 1603183179 581553000   -0.350957 0.97799 1.08257
anonymous:0 1603183179 591353000   -0.336925 0.989061 1.08272
anonymous:0 1603183179 600848000   -0.323759 0.999978 1.08387
anonymous:0 1603183179 610556000   -0.311361 1.01059 1.08598
anonymous:0 1603183179 620775000   -0.300522 1.02118 1.0885
anonymous:0 1603183179 629971000   -0.291399 1.03191 1.09133
anonymous:0 1603183179 640674000   -0.284101 1.04262 1.09455
anonymous:0 1603183179 650452000   -0.277895 1.05324 1.09825
anonymous:0 1603183179 661519000   -0.27257 1.0635 1.10245
anonymous:0 1603183179 671227000   -0.267901 1.07332 1.10729
anonymous:0 1603183179 681332000   -0.264127 1.08295 1.11237
anonymous:0 1603183179 691645000   -0.261544 1.09205 1.118
anonymous:0 1603183179 701656000   -0.260089 1.10074 1.12378
anonymous:0 1603183179 711932000   -0.259811 1.1087 1.1299
anonymous:0 1603183179 721723000   -0.260199 1.11606 1.13614
anonymous:0 1603183179 732011000   -0.261649 1.12274 1.14224
anonymous:0 1603183179 741877000   -0.264157 1.12877 1.14816
anonymous:0 1603183179 751901000   -0.267651 1.13432 1.15383
anonymous:0 1603183179 761900000   -0.271974 1.13924 1.15903
anonymous:0 1603183179 772054000   -0.276866 1.14389 1.16369
anonymous:0 1603183179 782139000   -0.28255 1.14817 1.16779
anonymous:0 1603183179 791992000   -0.288945 1.15196 1.1713
anonymous:0 1603183179 802126000   -0.295697 1.15571 1.17362
anonymous:0 1603183179 812291000   -0.30313 1.15914 1.17518
anonymous:0 1603183179 822200000   -0.310798 1.16247 1.17541
anonymous:0 1603183179 831728000   -0.319131 1.16574 1.17454
anonymous:0 1603183179 841758000   -0.327786 1.16884 1.1727
anonymous:0 1603183179 852162000   -0.336677 1.17195 1.16936
anonymous:0 1603183179 861961000   -0.346345 1.17475 1.16467
anonymous:0 1603183179 872094000   -0.356116 1.17759 1.15859
anonymous:0 1603183179 882041000   -0.366372 1.18027 1.15129
anonymous:0 1603183179 891812000   -0.376985 1.18289 1.14264
anonymous:0 1603183179 902891000   -0.388248 1.18518 1.13304
anonymous:0 1603183179 912239000   -0.400096 1.18742 1.12211
anonymous:0 1603183179 921897000   -0.412668 1.18952 1.11033
anonymous:0 1603183179 932140000   -0.426684 1.19168 1.09787
anonymous:0 1603183179 941597000   -0.441532 1.19412 1.08465
anonymous:0 1603183179 951820000   -0.457432 1.19673 1.07089
anonymous:0 1603183179 962090000   -0.474215 1.19954 1.05679
anonymous:0 1603183179 972140000   -0.491833 1.20265 1.04255
anonymous:0 1603183179 981944000   -0.510234 1.20599 1.02829
anonymous:0 1603183179 991816000   -0.529384 1.20943 1.01444
anonymous:0 1603183180 2201000   -0.549152 1.21336 1.00109
anonymous:0 1603183180 12121000   -0.569303 1.21754 0.988309
anonymous:0 1603183180 21793000   -0.590106 1.22187 0.97703
anonymous:0 1603183180 31750000   -0.610923 1.2266 0.966808
anonymous:0 1603183180 41826000   -0.629911 1.23123 0.957714
anonymous:0 1603183180 52071000   -0.662403 1.23652 0.949096
anonymous:0 1603183180 62170000   -0.683136 1.24142 0.943653
anonymous:0 1603183180 71803000   -0.703126 1.24582 0.940044
anonymous:0 1603183180 81919000   -0.723169 1.24957 0.937768
anonymous:0 1603183180 91677000   -0.742804 1.25288 0.937879
anonymous:0 1603183180 102151000   -0.761656 1.25545 0.939509
anonymous:0 1603183180 111874000   -0.780155 1.25675 0.942947
anonymous:0 1603183180 121999000   -0.798316 1.2574 0.948369
anonymous:0 1603183180 131869000   -0.815729 1.25678 0.955487
anonymous:0 1603183180 140926000   -0.833243 1.25498 0.964347
anonymous:0 1603183180 150672000   -0.849777 1.25222 0.975136
anonymous:0 1603183180 160425000   -0.865937 1.24829 0.987943
anonymous:0 1603183180 170457000   -0.885884 1.24544 1.00122
anonymous:0 1603183180 190216000   -0.911303 1.23264 1.03713
anonymous:0 1603183180 199810000   -0.925481 1.22669 1.05628
anonymous:0 1603183180 209726000   -0.937953 1.22054 1.07745
anonymous:0 1603183180 220122000   -0.951518 1.2151 1.10005
anonymous:0 1603183180 229812000   -0.963131 1.20998 1.12386
anonymous:0 1603183180 239840000   -0.973803 1.20558 1.14844
anonymous:0 1603183180 249703000   -0.984217 1.20172 1.17436
anonymous:0 1603183180 259832000   -0.993166 1.19812 1.20041
anonymous:0 1603183180 269781000   -1.00176 1.19567 1.22685
anonymous:0 1603183180 280129000   -1.0097 1.19423 1.25402
anonymous:0 1603183180 289651000   -1.01707 1.19293 1.28101
anonymous:0 1603183180 300012000   -1.01512 1.19421 1.30934
anonymous:0 1603183180 310177000   -1.02054 1.19557 1.33555
anonymous:0 1603183180 320071000   -1.02515 1.19768 1.36131
anonymous:0 1603183180 329855000   -1.02871 1.20036 1.38671
anonymous:0 1603183180 339889000   -1.03132 1.20339 1.41213
anonymous:0 1603183180 349864000   -1.03274 1.20757 1.4359
anonymous:0 1603183180 359995000   -1.03116 1.21314 1.45817
anonymous:0 1603183180 370027000   -1.03121 1.219 1.48107
anonymous:0 1603183180 380421000   -1.03026 1.22561 1.5029
anonymous:0 1603183180 389842000   -1.02838 1.23272 1.52377
anonymous:0 1603183180 400111000   -1.02542 1.24036 1.54366
anonymous:0 1603183180 409885000   -1.02115 1.24862 1.56248
anonymous:0 1603183180 420086000   -1.01558 1.25734 1.58009
anonymous:0 1603183180 429812000   -1.00868 1.26645 1.59619
anonymous:0 1603183180 439779000   -1.00119 1.27573 1.61072
anonymous:0 1603183180 449836000   -0.992787 1.28483 1.62352
anonymous:0 1603183180 460005000   -0.983625 1.29348 1.63473
anonymous:0 1603183180 469821000   -0.973318 1.30161 1.64422
anonymous:0 1603183180 480010000   -0.962363 1.30941 1.65205
anonymous:0 1603183180 489735000   -0.951135 1.31635 1.65825
anonymous:0 1603183180 499908000   -0.93981 1.323 1.66281
anonymous:0 1603183180 509989000   -0.928221 1.32926 1.66582
anonymous:0 1603183180 519974000   -0.916608 1.33529 1.66718
anonymous:0 1603183180 529624000   -0.905109 1.34111 1.66689
anonymous:0 1603183180 539774000   -0.893638 1.3463 1.66521
anonymous:0 1603183180 549738000   -0.882356 1.35126 1.66206
anonymous:0 1603183180 559897000   -0.871295 1.35585 1.65761
anonymous:0 1603183180 569767000   -0.860193 1.35986 1.65195
anonymous:0 1603183180 580004000   -0.849013 1.36363 1.64502
anonymous:0 1603183180 590108000   -0.83821 1.36709 1.63714
anonymous:0 1603183180 600912000   -0.827889 1.37009 1.62806
anonymous:0 1603183180 611290000   -0.817609 1.37284 1.61804
anonymous:0 1603183180 621525000   -0.808177 1.37533 1.60705
anonymous:0 1603183180 630654000   -0.799257 1.37734 1.59515
anonymous:0 1603183180 640234000   -0.790482 1.37885 1.58245
anonymous:0 1603183180 650387000   -0.782211 1.3799 1.56895
anonymous:0 1603183180 660502000   -0.774805 1.3804 1.55479
anonymous:0 1603183180 670624000   -0.769456 1.38006 1.5402
anonymous:0 1603183180 680324000   -0.763247 1.37945 1.5245
anonymous:0 1603183180 689819000   -0.755641 1.37757 1.5084
anonymous:0 1603183180 700994000   -0.749591 1.37571 1.49071
anonymous:0 1603183180 710944000   -0.743693 1.37337 1.47168
anonymous:0 1603183180 721013000   -0.738317 1.37075 1.45141
anonymous:0 1603183180 731184000   -0.733172 1.3679 1.42993
anonymous:0 1603183180 741476000   -0.728167 1.36484 1.40705
anonymous:0 1603183180 781549000   -0.712713 1.35771 1.30144
anonymous:0 1603183180 791615000   -0.709484 1.36059 1.27269
anonymous:0 1603183180 801580000   -0.690726 1.36234 1.24691
anonymous:0 1603183180 812028000   -0.691324 1.3661 1.21819
anonymous:0 1603183180 822126000   -0.686424 1.37337 1.19022
anonymous:0 1603183180 831878000   -0.665322 1.37822 1.16694
anonymous:0 1603183180 841798000   -0.665265 1.38544 1.14132
anonymous:0 1603183180 851773000   -0.653504 1.39192 1.1184
anonymous:0 1603183180 861945000   -0.642976 1.39945 1.09722
anonymous:0 1603183180 872302000   -0.63176 1.40715 1.07702
anonymous:0 1603183180 882094000   -0.619017 1.41466 1.05932
anonymous:0 1603183180 891864000   -0.606841 1.42213 1.04356
anonymous:0 1603183180 902592000   -0.594356 1.42884 1.03022
anonymous:0 1603183180 922324000   -0.566219 1.44002 1.01155
anonymous:0 1603183180 932039000   -0.551005 1.44512 1.00568
anonymous:0 1603183180 941583000   -0.535548 1.44999 1.00167
anonymous:0 1603183180 951877000   -0.520109 1.45456 1
anonymous:0 1603183180 961822000   -0.503572 1.45829 0.998959
anonymous:0 1603183180 982247000   -0.46897 1.46377 1.00107
anonymous:0 1603183180 991956000   -0.451365 1.46622 1.00346
anonymous:0 1603183181 1291000   -0.431351 1.46764 1.00644
anonymous:0 1603183181 11560000   -0.414141 1.47078 1.00958
anonymous:0 1603183181 31798000   -0.367828 1.47149 1.02122
anonymous:0 1603183181 41568000   -0.347853 1.47341 1.0273
anonymous:0 1603183181 51741000   -0.326274 1.47533 1.03331
anonymous:0 1603183181 62800000   -0.293592 1.47606 1.04113
anonymous:0 1603183181 72161000   -0.271278 1.4783 1.04808
anonymous:0 1603183181 82035000   -0.248646 1.48099 1.05579
anonymous:0 1603183181 92008000   -0.225853 1.48431 1.06376
anonymous:0 1603183181 102154000   -0.203208 1.48808 1.07215
anonymous:0 1603183181 111606000   -0.180657 1.49232 1.08095
anonymous:0 1603183181 121831000   -0.158135 1.49693 1.08988
anonymous:0 1603183181 131703000   -0.136002 1.50199 1.09903
anonymous:0 1603183181 141826000   -0.114011 1.50752 1.1081
anonymous:0 1603183181 151584000   -0.0922344 1.51345 1.11709
anonymous:0 1603183181 161430000   -0.0706315 1.51986 1.12571
anonymous:0 1603183181 171375000   -0.0492137 1.52649 1.13419
anonymous:0 1603183181 181962000   -0.0279399 1.53395 1.14245
anonymous:0 1603183181 190547000   -0.00681393 1.54156 1.15064
anonymous:0 1603183181 200789000   0.0142808 1.54993 1.15843
anonymous:0 1603183181 210583000   0.0350422 1.55862 1.16623
anonymous:0 1603183181 220012000   0.0554586 1.56795 1.17376
anonymous:0 1603183181 229996000   0.0752478 1.57748 1.181
anonymous:0 1603183181 239991000   0.0947154 1.58761 1.18747
anonymous:0 1603183181 249820000   0.112977 1.59793 1.19384
anonymous:0 1603183181 259876000   0.1305 1.6088 1.20024
anonymous:0 1603183181 269813000   0.147018 1.61978 1.20659
anonymous:0 1603183181 280009000   0.162508 1.63088 1.21307
anonymous:0 1603183181 289790000   0.176828 1.64234 1.21908
anonymous:0 1603183181 299864000   0.189962 1.65374 1.22504
anonymous:0 1603183181 309852000   0.201615 1.66577 1.23048
anonymous:0 1603183181 320082000   0.211704 1.67732 1.23596
anonymous:0 1603183181 330030000   0.220288 1.68855 1.24162
anonymous:0 1603183181 340007000   0.227792 1.70005 1.24656
anonymous:0 1603183181 350011000   0.23422 1.7111 1.25136
anonymous:0 1603183181 360415000   0.239965 1.72178 1.25516
anonymous:0 1603183181 370451000   0.245107 1.7318 1.25813
anonymous:0 1603183181 380705000   0.249615 1.74096 1.2605
anonymous:0 1603183181 390223000   0.253447 1.74868 1.26258
anonymous:0 1603183181 399937000   0.256962 1.75498 1.26427
anonymous:0 1603183181 411055000   0.260542 1.76034 1.26386
anonymous:0 1603183181 421336000   0.264105 1.76423 1.26365
anonymous:0 1603183181 431083000   0.267694 1.76692 1.26247
anonymous:0 1603183181 441751000   0.271789 1.76797 1.26087
anonymous:0 1603183181 451727000   0.276138 1.76726 1.25898
anonymous:0 1603183181 461605000   0.281415 1.76489 1.256
anonymous:0 1603183181 471914000   0.287141 1.76038 1.25284
anonymous:0 1603183181 482066000   0.293528 1.7534 1.24984
anonymous:0 1603183181 491816000   0.300558 1.74484 1.24578
anonymous:0 1603183181 501646000   0.307956 1.73403 1.24186
anonymous:0 1603183181 511945000   0.315206 1.72186 1.23742
anonymous:0 1603183181 522018000   0.32294 1.70745 1.23321
anonymous:0 1603183181 531797000   0.330705 1.69138 1.22928
anonymous:0 1603183181 541767000   0.338361 1.67395 1.22586
anonymous:0 1603183181 551791000   0.346147 1.65471 1.22305
anonymous:0 1603183181 562076000   0.353494 1.63421 1.22074
anonymous:0 1603183181 572064000   0.35968 1.61253 1.21905
anonymous:0 1603183181 581813000   0.365506 1.58946 1.21826
anonymous:0 1603183181 592073000   0.370118 1.56569 1.21859
anonymous:0 1603183181 601586000   0.373379 1.54163 1.22007
anonymous:0 1603183181 612069000   0.375389 1.51741 1.22266
anonymous:0 1603183181 622094000   0.37701 1.49275 1.22631
anonymous:0 1603183181 631542000   0.377067 1.46808 1.23093
anonymous:0 1603183181 641541000   0.376617 1.44333 1.23585
anonymous:0 1603183181 651527000   0.374999 1.41879 1.24141
anonymous:0 1603183181 661708000   0.371942 1.39486 1.24775
anonymous:0 1603183181 671851000   0.368604 1.37141 1.25376
anonymous:0 1603183181 682529000   0.363869 1.34904 1.26034
anonymous:0 1603183181 691421000   0.358738 1.32779 1.26725
anonymous:0 1603183181 701541000   0.353736 1.30816 1.27183
anonymous:0 1603183181 710963000   0.347627 1.28913 1.27892
anonymous:0 1603183181 720887000   0.341459 1.27141 1.2855
anonymous:0 1603183181 730522000   0.335311 1.25465 1.2921
anonymous:0 1603183181 740435000   0.328842 1.2391 1.29828
anonymous:0 1603183181 749741000   0.322358 1.2246 1.30367
anonymous:0 1603183181 760752000   0.315757 1.21116 1.3088
anonymous:0 1603183181 770677000   0.309207 1.19885 1.3133
anonymous:0 1603183181 780467000   0.303205 1.18738 1.31761
anonymous:0 1603183181 790926000   0.297368 1.17674 1.32093
anonymous:0 1603183181 800669000   0.291914 1.16703 1.32347
anonymous:0 1603183181 811379000   0.28687 1.15793 1.32538
anonymous:0 1603183181 821307000   0.282374 1.14915 1.32652
anonymous:0 1603183181 831558000   0.278118 1.1409 1.3266
anonymous:0 1603183181 841702000   0.274371 1.133 1.32604
anonymous:0 1603183181 851909000   0.271077 1.12555 1.32462
anonymous:0 1603183181 862028000   0.268145 1.11851 1.32249
anonymous:0 1603183181 872661000   0.265597 1.11199 1.31953
anonymous:0 1603183181 882112000   0.263246 1.10637 1.31577
anonymous:0 1603183181 891948000   0.261131 1.10161 1.31184
anonymous:0 1603183181 901487000   0.259057 1.09797 1.30707
anonymous:0 1603183181 911847000   0.257273 1.09553 1.30154
anonymous:0 1603183181 921760000   0.255707 1.09395 1.29562
anonymous:0 1603183181 931691000   0.254718 1.09333 1.28893
anonymous:0 1603183181 941669000   0.254114 1.09377 1.28116
anonymous:0 1603183181 951791000   0.254128 1.09529 1.27319
anonymous:0 1603183181 961701000   0.254439 1.09775 1.2642
anonymous:0 1603183181 971829000   0.255151 1.10156 1.25431
anonymous:0 1603183181 981798000   0.25571 1.10649 1.24333
anonymous:0 1603183181 991759000   0.256124 1.11232 1.23185
anonymous:0 1603183182 1789000   0.256361 1.11929 1.21883
anonymous:0 1603183182 11744000   0.256093 1.127 1.20487
anonymous:0 1603183182 21832000   0.255526 1.13571 1.18986
anonymous:0 1603183182 31616000   0.255081 1.14541 1.17393
anonymous:0 1603183182 41352000   0.254472 1.15617 1.15734
anonymous:0 1603183182 51430000   0.253569 1.16801 1.14002
anonymous:0 1603183182 61287000   0.252888 1.1806 1.12252
anonymous:0 1603183182 71615000   0.251673 1.19393 1.10481
anonymous:0 1603183182 81423000   0.250393 1.20725 1.08725
anonymous:0 1603183182 91306000   0.248464 1.22038 1.06943
anonymous:0 1603183182 101606000   0.246321 1.23308 1.05171
anonymous:0 1603183182 111739000   0.24389 1.24523 1.03458
anonymous:0 1603183182 122191000   0.240839 1.25702 1.01762
anonymous:0 1603183182 131703000   0.237603 1.26818 1.0018
anonymous:0 1603183182 141541000   0.234392 1.27851 0.987004
anonymous:0 1603183182 151882000   0.232016 1.28786 0.973448
anonymous:0 1603183182 161832000   0.230284 1.29642 0.961311
anonymous:0 1603183182 171760000   0.229083 1.30385 0.950368
anonymous:0 1603183182 181988000   0.228319 1.31015 0.940655
anonymous:0 1603183182 191387000   0.227561 1.31507 0.932293
anonymous:0 1603183182 201594000   0.226559 1.31882 0.92496
anonymous:0 1603183182 211869000   0.226467 1.3211 0.919488
anonymous:0 1603183182 221217000   0.227352 1.32194 0.915461
anonymous:0 1603183182 230793000   0.229152 1.32133 0.912935
anonymous:0 1603183182 240772000   0.231559 1.31939 0.912063
anonymous:0 1603183182 250605000   0.226645 1.31786 0.910788
anonymous:0 1603183182 260417000   0.230903 1.31246 0.913781
anonymous:0 1603183182 270613000   0.235614 1.30529 0.918164
anonymous:0 1603183182 279999000   0.24112 1.29609 0.924051
anonymous:0 1603183182 290083000   0.247765 1.28466 0.930792
anonymous:0 1603183182 300065000   0.254232 1.27155 0.938203
anonymous:0 1603183182 310547000   0.261692 1.25645 0.94615
anonymous:0 1603183182 321596000   0.269098 1.23959 0.954834
anonymous:0 1603183182 331101000   0.277312 1.22117 0.963391
anonymous:0 1603183182 350589000   0.29472 1.18014 0.982708
anonymous:0 1603183182 360942000   0.303982 1.15807 0.992845
anonymous:0 1603183182 371697000   0.312798 1.13552 1.00335
anonymous:0 1603183182 381271000   0.336014 1.1086 1.02008
anonymous:0 1603183182 391583000   0.343801 1.08573 1.03167
anonymous:0 1603183182 401468000   0.353057 1.06208 1.0442
anonymous:0 1603183182 411777000   0.362552 1.03795 1.05776
anonymous:0 1603183182 421792000   0.372746 1.01341 1.07326
anonymous:0 1603183182 431816000   0.37658 0.990388 1.08736
anonymous:0 1603183182 441574000   0.384805 0.966967 1.10526
anonymous:0 1603183182 451715000   0.392406 0.944484 1.12437
anonymous:0 1603183182 461802000   0.399442 0.922978 1.14472
anonymous:0 1603183182 471970000   0.406205 0.902631 1.16633
anonymous:0 1603183182 481949000   0.412206 0.88372 1.18896
anonymous:0 1603183182 491932000   0.417427 0.866107 1.21255
anonymous:0 1603183182 502171000   0.421953 0.850041 1.2371
anonymous:0 1603183182 512092000   0.426084 0.835708 1.26251
anonymous:0 1603183182 523036000   0.429725 0.823158 1.28868
anonymous:0 1603183182 532309000   0.432744 0.812434 1.31548
anonymous:0 1603183182 541741000   0.434981 0.80349 1.3425
anonymous:0 1603183182 552191000   0.436571 0.796128 1.36976
anonymous:0 1603183182 562334000   0.437455 0.790296 1.39682
anonymous:0 1603183182 572299000   0.437746 0.785748 1.4237
anonymous:0 1603183182 582077000   0.43725 0.782611 1.45006
anonymous:0 1603183182 592041000   0.436424 0.780814 1.47642
anonymous:0 1603183182 601709000   0.434691 0.780249 1.50246
anonymous:0 1603183182 651773000   0.41392 0.775541 1.61795
anonymous:0 1603183182 661817000   0.409051 0.77942 1.63848
anonymous:0 1603183182 671962000   0.403664 0.783677 1.65766
anonymous:0 1603183182 682206000   0.398044 0.788327 1.67555
anonymous:0 1603183182 692007000   0.392441 0.79321 1.69247
anonymous:0 1603183182 701943000   0.386997 0.798171 1.70809
anonymous:0 1603183182 712225000   0.381514 0.80279 1.72237
anonymous:0 1603183182 721971000   0.376429 0.8075 1.73578
anonymous:0 1603183182 731867000   0.371746 0.812622 1.74801
anonymous:0 1603183182 751690000   0.363405 0.821264 1.76925
anonymous:0 1603183182 780683000   0.354656 0.830085 1.79289
anonymous:0 1603183182 790370000   0.360076 0.853067 1.80022
anonymous:0 1603183182 801299000   0.359056 0.854414 1.80488
anonymous:0 1603183182 811471000   0.358839 0.855039 1.80863
anonymous:0 1603183182 821914000   0.359187 0.855049 1.81164
anonymous:0 1603183182 831684000   0.360273 0.854079 1.81349
