name ts   x y z   roll pitch yaw  err delay
anonymous:0 1603183196 181949000   -0.338704 1.18357 0.993081
anonymous:0 1603183196 191633000   -0.355175 1.18814 1.00136
anonymous:0 1603183196 202407000   -0.371724 1.19228 1.01151
anonymous:0 1603183196 212429000   -0.38636 1.19612 1.02389
anonymous:0 1603183196 222025000   -0.401862 1.19949 1.03617
anonymous:0 1603183196 232128000   -0.416284 1.2025 1.05008
anonymous:0 1603183196 241893000   -0.430581 1.20486 1.0655
anonymous:0 1603183196 251884000   -0.443506 1.20745 1.08151
anonymous:0 1603183196 261832000   -0.456296 1.21047 1.09921
anonymous:0 1603183196 271805000   -0.468107 1.21341 1.11699
anonymous:0 1603183196 281905000   -0.479005 1.21615 1.13601
anonymous:0 1603183196 291708000   -0.488153 1.21996 1.15544
anonymous:0 1603183196 301689000   -0.497103 1.22364 1.17495
anonymous:0 1603183196 312095000   -0.504816 1.22801 1.1948
anonymous:0 1603183196 321879000   -0.512473 1.23315 1.2141
anonymous:0 1603183196 332081000   -0.510149 1.23812 1.23631
anonymous:0 1603183196 352708000   -0.520645 1.25028 1.27462
anonymous:0 1603183196 362372000   -0.521431 1.257 1.28952
anonymous:0 1603183196 372561000   -0.524451 1.26365 1.3063
anonymous:0 1603183196 382173000   -0.52688 1.27054 1.32202
anonymous:0 1603183196 391843000   -0.528587 1.27753 1.33641
anonymous:0 1603183196 401976000   -0.529689 1.28479 1.34971
anonymous:0 1603183196 411974000   -0.530506 1.2919 1.36167
anonymous:0 1603183196 421779000   -0.531172 1.29908 1.37211
anonymous:0 1603183196 432123000   -0.531762 1.3062 1.3811
anonymous:0 1603183196 441778000   -0.532434 1.31328 1.3883
anonymous:0 1603183196 452139000   -0.533492 1.31995 1.39345
anonymous:0 1603183196 461642000   -0.534918 1.32632 1.39678
anonymous:0 1603183196 471009000   -0.536992 1.33219 1.39802
anonymous:0 1603183196 480947000   -0.539673 1.33737 1.39729
anonymous:0 1603183196 490556000   -0.542786 1.34178 1.39448
anonymous:0 1603183196 500987000   -0.546562 1.34528 1.39004
anonymous:0 1603183196 510462000   -0.550635 1.34773 1.38377
anonymous:0 1603183196 520357000   -0.555192 1.34909 1.3761
anonymous:0 1603183196 532128000   -0.560128 1.34955 1.36653
anonymous:0 1603183196 541798000   -0.565186 1.34915 1.35564
anonymous:0 1603183196 552005000   -0.569916 1.34787 1.34301
anonymous:0 1603183196 562129000   -0.575208 1.34566 1.32899
anonymous:0 1603183196 572035000   -0.579714 1.34305 1.31303
anonymous:0 1603183196 581910000   -0.584128 1.34022 1.29554
anonymous:0 1603183196 591822000   -0.588118 1.33706 1.27672
anonymous:0 1603183196 601669000   -0.591058 1.33387 1.25596
anonymous:0 1603183196 611969000   -0.593457 1.33075 1.2339
anonymous:0 1603183196 621768000   -0.598299 1.32766 1.21252
anonymous:0 1603183196 631923000   -0.598489 1.32492 1.18888
anonymous:0 1603183196 641889000   -0.59806 1.32351 1.16442
anonymous:0 1603183196 651404000   -0.595886 1.32306 1.13964
anonymous:0 1603183196 661682000   -0.592653 1.32356 1.11549
anonymous:0 1603183196 671942000   -0.587831 1.32499 1.09228
anonymous:0 1603183196 682021000   -0.581536 1.32722 1.07027
anonymous:0 1603183196 691985000   -0.574051 1.32997 1.04991
anonymous:0 1603183196 701849000   -0.565915 1.33291 1.03197
anonymous:0 1603183196 712459000   -0.557969 1.33611 1.01641
anonymous:0 1603183196 722393000   -0.549021 1.33943 1.00314
anonymous:0 1603183196 732283000   -0.539006 1.34293 0.991592
anonymous:0 1603183196 752206000   -0.517461 1.34948 0.97344
anonymous:0 1603183196 761857000   -0.504094 1.35194 0.969345
anonymous:0 1603183196 772069000   -0.490669 1.35392 0.96667
anonymous:0 1603183196 781898000   -0.478044 1.35626 0.965993
anonymous:0 1603183196 791947000   -0.46483 1.35759 0.96655
anonymous:0 1603183196 801830000   -0.451731 1.35883 0.969279
anonymous:0 1603183196 812299000   -0.438064 1.35969 0.973727
anonymous:0 1603183196 822128000   -0.426032 1.36048 0.978816
anonymous:0 1603183196 831894000   -0.412554 1.36055 0.985614
anonymous:0 1603183196 841793000   -0.403127 1.36249 0.992392
anonymous:0 1603183196 852272000   -0.388703 1.36152 1.00266
anonymous:0 1603183196 861699000   -0.377007 1.36192 1.01304
anonymous:0 1603183196 872052000   -0.365396 1.36254 1.02448
anonymous:0 1603183196 882155000   -0.353876 1.36282 1.03676
anonymous:0 1603183196 891641000   -0.342193 1.36354 1.04949
anonymous:0 1603183196 902180000   -0.331506 1.3646 1.06302
anonymous:0 1603183196 912278000   -0.323045 1.3675 1.07568
anonymous:0 1603183196 922100000   -0.312625 1.36952 1.08942
anonymous:0 1603183196 941901000   -0.28685 1.37407 1.11992
anonymous:0 1603183196 952527000   -0.284809 1.37882 1.13014
anonymous:0 1603183196 962330000   -0.276491 1.38295 1.14281
anonymous:0 1603183196 972380000   -0.268498 1.38753 1.15492
anonymous:0 1603183196 982324000   -0.261284 1.39262 1.1658
anonymous:0 1603183196 991831000   -0.254308 1.39801 1.17556
anonymous:0 1603183197 2581000   -0.247765 1.40371 1.18408
anonymous:0 1603183197 12621000   -0.241988 1.40965 1.191
anonymous:0 1603183197 21821000   -0.236498 1.41545 1.19646
anonymous:0 1603183197 32134000   -0.231803 1.42129 1.19973
anonymous:0 1603183197 42154000   -0.227634 1.42662 1.20125
anonymous:0 1603183197 52271000   -0.213405 1.42913 1.2033
anonymous:0 1603183197 82474000   -0.208809 1.44117 1.19194
anonymous:0 1603183197 92019000   -0.209292 1.44381 1.18486
anonymous:0 1603183197 112378000   -0.213213 1.44676 1.16675
anonymous:0 1603183197 152306000   -0.234903 1.44354 1.11894
anonymous:0 1603183197 182590000   -0.260646 1.43547 1.08045
anonymous:0 1603183197 192003000   -0.274265 1.43317 1.06983
anonymous:0 1603183197 202468000   -0.289411 1.43086 1.05809
anonymous:0 1603183197 212144000   -0.297135 1.42742 1.05038
anonymous:0 1603183197 222149000   -0.299748 1.42431 1.04579
anonymous:0 1603183197 232496000   -0.312199 1.42231 1.04025
anonymous:0 1603183197 250866000   -0.3206 1.41799 1.03912
anonymous:0 1603183197 260511000   -0.322621 1.41636 1.04137
anonymous:0 1603183197 270406000   -0.322171 1.41467 1.04516
anonymous:0 1603183197 290140000   -0.316689 1.41278 1.05737
anonymous:0 1603183197 300353000   -0.311725 1.41232 1.06457
anonymous:0 1603183197 340548000   -0.277328 1.4136 1.09814
anonymous:0 1603183197 350906000   -0.268689 1.41655 1.10562
anonymous:0 1603183197 371503000   -0.243672 1.42131 1.12313
anonymous:0 1603183197 381851000   -0.230862 1.42495 1.13148
anonymous:0 1603183197 391999000   -0.207526 1.42613 1.14512
anonymous:0 1603183197 442166000   -0.150207 1.46037 1.176
anonymous:0 1603183197 452104000   -0.137378 1.46866 1.18136
anonymous:0 1603183197 462245000   -0.124777 1.47749 1.18608
anonymous:0 1603183197 472377000   -0.101078 1.48394 1.193
anonymous:0 1603183197 511940000   -0.0576427 1.52561 1.20175
anonymous:0 1603183197 521286000   -0.0476868 1.53584 1.2034
anonymous:0 1603183197 531372000   -0.0396291 1.54712 1.20231
anonymous:0 1603183197 540916000   -0.0319646 1.5582 1.2002
anonymous:0 1603183197 550831000   -0.0243665 1.56906 1.19656
anonymous:0 1603183197 561011000   -0.0175301 1.57948 1.19183
anonymous:0 1603183197 570509000   -0.0109002 1.58948 1.18614
anonymous:0 1603183197 581614000   -0.00493501 1.59885 1.17913
anonymous:0 1603183197 591780000   0.000372883 1.60775 1.17088
anonymous:0 1603183197 601823000   0.00537134 1.6159 1.1615
anonymous:0 1603183197 611865000   0.00980662 1.62317 1.15111
anonymous:0 1603183197 621798000   0.0138416 1.62964 1.13968
anonymous:0 1603183197 632170000   0.0174941 1.63518 1.12723
anonymous:0 1603183197 641825000   0.0208338 1.63981 1.11382
anonymous:0 1603183197 652003000   0.0234321 1.64324 1.09971
anonymous:0 1603183197 661533000   0.0258359 1.64578 1.08476
anonymous:0 1603183197 672347000   0.0272988 1.64715 1.06953
anonymous:0 1603183197 681884000   0.0286251 1.64781 1.05327
anonymous:0 1603183197 692081000   0.0290716 1.64741 1.03713
anonymous:0 1603183197 703908000   0.0290528 1.64624 1.02017
anonymous:0 1603183197 712618000   0.0284331 1.64426 1.0033
anonymous:0 1603183197 722325000   0.0268433 1.64155 0.986483
anonymous:0 1603183197 732435000   0.0247662 1.63856 0.969859
anonymous:0 1603183197 741793000   0.0220493 1.63517 0.953931
anonymous:0 1603183197 752082000   0.0191353 1.63171 0.938982
anonymous:0 1603183197 761956000   0.0158851 1.628 0.925445
anonymous:0 1603183197 772247000   0.0130975 1.62456 0.913105
anonymous:0 1603183197 782034000   0.0106398 1.62124 0.902791
anonymous:0 1603183197 792343000   0.00921348 1.61857 0.894376
anonymous:0 1603183197 802411000   0.00864644 1.61604 0.888022
anonymous:0 1603183197 812392000   0.00893688 1.61356 0.883581
anonymous:0 1603183197 822145000   0.0103949 1.61152 0.880889
anonymous:0 1603183197 832235000   0.0130152 1.60989 0.880515
anonymous:0 1603183197 841992000   0.0173294 1.60907 0.881788
anonymous:0 1603183197 852467000   0.0233445 1.60887 0.884532
anonymous:0 1603183197 862017000   0.0308542 1.60903 0.888852
anonymous:0 1603183197 872285000   0.0400065 1.60979 0.89401
anonymous:0 1603183197 881982000   0.0502111 1.61068 0.900452
anonymous:0 1603183197 892136000   0.0617411 1.61221 0.907643
anonymous:0 1603183197 902323000   0.0743636 1.61405 0.915661
anonymous:0 1603183197 912316000   0.0884643 1.61649 0.924559
anonymous:0 1603183197 921995000   0.103312 1.61945 0.934627
anonymous:0 1603183197 932110000   0.118872 1.62293 0.945385
anonymous:0 1603183197 942360000   0.135069 1.62712 0.957187
anonymous:0 1603183197 952572000   0.151622 1.63186 0.969843
anonymous:0 1603183197 962257000   0.168394 1.63753 0.983691
anonymous:0 1603183197 972073000   0.185209 1.64376 0.998617
anonymous:0 1603183197 982526000   0.202327 1.65089 1.01446
anonymous:0 1603183197 992107000   0.219271 1.65848 1.03104
anonymous:0 1603183198 2125000   0.235887 1.66671 1.04833
anonymous:0 1603183198 12411000   0.251548 1.67533 1.06653
anonymous:0 1603183198 21958000   0.2667 1.68462 1.08528
anonymous:0 1603183198 31961000   0.280719 1.69437 1.10501
anonymous:0 1603183198 42413000   0.293919 1.70448 1.12516
anonymous:0 1603183198 52387000   0.306089 1.71466 1.14577
anonymous:0 1603183198 62026000   0.317079 1.72492 1.16688
anonymous:0 1603183198 72511000   0.326432 1.73508 1.18841
anonymous:0 1603183198 82147000   0.334995 1.745 1.21004
anonymous:0 1603183198 92299000   0.342466 1.75491 1.23098
anonymous:0 1603183198 651631000   0.645057 1.62073 1.49245
anonymous:0 1603183198 671660000   0.659451 1.58307 1.49711
anonymous:0 1603183198 682765000   0.664229 1.56493 1.4983
anonymous:0 1603183198 692281000   0.669049 1.54648 1.49769
anonymous:0 1603183198 702561000   0.672097 1.52807 1.49565
anonymous:0 1603183198 712739000   0.67375 1.51115 1.49316
anonymous:0 1603183198 722605000   0.674609 1.49526 1.48918
anonymous:0 1603183198 732428000   0.674246 1.48034 1.48468
anonymous:0 1603183198 741997000   0.673164 1.46623 1.47964
anonymous:0 1603183198 752222000   0.671556 1.45321 1.47349
anonymous:0 1603183198 761977000   0.669252 1.4413 1.46636
anonymous:0 1603183198 772277000   0.666776 1.43039 1.45822
anonymous:0 1603183198 781847000   0.664053 1.42044 1.44915
anonymous:0 1603183198 792303000   0.661278 1.4114 1.4391
anonymous:0 1603183198 802471000   0.658532 1.40323 1.42818
anonymous:0 1603183198 812507000   0.655619 1.39597 1.41631
anonymous:0 1603183198 822047000   0.652897 1.3894 1.40373
anonymous:0 1603183198 831984000   0.649876 1.38398 1.3898
anonymous:0 1603183198 842142000   0.647043 1.37918 1.37513
anonymous:0 1603183198 852278000   0.643756 1.37522 1.35952
anonymous:0 1603183198 862112000   0.640187 1.37205 1.34279
anonymous:0 1603183198 872278000   0.636225 1.36957 1.32518
anonymous:0 1603183198 882420000   0.631874 1.36769 1.30621
anonymous:0 1603183198 892197000   0.627485 1.36642 1.2861
anonymous:0 1603183198 902163000   0.622121 1.36577 1.26513
anonymous:0 1603183198 971892000   0.569705 1.37395 1.09699
anonymous:0 1603183198 991883000   0.544348 1.3802 1.04459
anonymous:0 1603183199 2122000   0.530754 1.38288 1.01998
anonymous:0 1603183199 12396000   0.518346 1.38405 0.998194
anonymous:0 1603183199 21977000   0.50221 1.38665 0.975439
anonymous:0 1603183199 42195000   0.457277 1.39566 0.928245
anonymous:0 1603183199 52502000   0.441808 1.39711 0.910321
anonymous:0 1603183199 72577000   0.390455 1.40629 0.872116
anonymous:0 1603183199 81771000   0.362869 1.41102 0.855971
anonymous:0 1603183199 92251000   0.338692 1.41592 0.842242
anonymous:0 1603183199 102649000   0.312142 1.42179 0.830941
anonymous:0 1603183199 112257000   0.286307 1.42782 0.821609
anonymous:0 1603183199 132315000   0.236234 1.43989 0.809389
anonymous:0 1603183199 141903000   0.212505 1.44574 0.806278
anonymous:0 1603183199 152383000   0.189116 1.45139 0.804554
anonymous:0 1603183199 162303000   0.168593 1.45644 0.805425
anonymous:0 1603183199 172165000   0.147623 1.46048 0.806631
anonymous:0 1603183199 191733000   0.109381 1.46703 0.813221
anonymous:0 1603183199 202331000   0.0908773 1.46939 0.818082
anonymous:0 1603183199 212104000   0.072474 1.47139 0.823681
anonymous:0 1603183199 222378000   0.0543391 1.47242 0.830164
anonymous:0 1603183199 232123000   0.035626 1.47283 0.837434
anonymous:0 1603183199 242135000   0.017048 1.47262 0.844994
anonymous:0 1603183199 252727000   -0.00101742 1.4718 0.8532
anonymous:0 1603183199 261859000   -0.0198931 1.47033 0.862447
anonymous:0 1603183199 272298000   -0.0384014 1.46821 0.871954
anonymous:0 1603183199 282235000   -0.0568325 1.46569 0.882101
anonymous:0 1603183199 292373000   -0.0743312 1.46215 0.892997
anonymous:0 1603183199 302242000   -0.0916135 1.45834 0.904099
anonymous:0 1603183199 312240000   -0.109476 1.45408 0.916493
anonymous:0 1603183199 321981000   -0.126129 1.44944 0.92842
anonymous:0 1603183199 331720000   -0.141949 1.44397 0.942139
anonymous:0 1603183199 341694000   -0.157927 1.43906 0.955994
anonymous:0 1603183199 352339000   -0.165293 1.4319 0.973385
anonymous:0 1603183199 361808000   -0.179302 1.42614 0.988348
anonymous:0 1603183199 372149000   -0.200623 1.42184 1.00137
anonymous:0 1603183199 381984000   -0.214453 1.41623 1.01775
anonymous:0 1603183199 392083000   -0.218125 1.40874 1.03768
anonymous:0 1603183199 402589000   -0.237867 1.40408 1.05351
anonymous:0 1603183199 412518000   -0.242134 1.39833 1.07332
anonymous:0 1603183199 421885000   -0.254498 1.39466 1.09174
anonymous:0 1603183199 432173000   -0.264622 1.39015 1.11086
anonymous:0 1603183199 442088000   -0.274199 1.38649 1.13059
anonymous:0 1603183199 452548000   -0.283068 1.38371 1.15085
anonymous:0 1603183199 461822000   -0.291855 1.38154 1.17134
anonymous:0 1603183199 471738000   -0.299815 1.38051 1.19169
anonymous:0 1603183199 481596000   -0.306768 1.37963 1.21172
anonymous:0 1603183199 491549000   -0.312583 1.37931 1.23125
anonymous:0 1603183199 522133000   -0.325181 1.37886 1.28807
anonymous:0 1603183199 562055000   -0.33008 1.37819 1.35761
anonymous:0 1603183199 572091000   -0.325288 1.38041 1.37035
anonymous:0 1603183199 581849000   -0.323998 1.37969 1.38609
anonymous:0 1603183199 592112000   -0.325426 1.37593 1.40449
anonymous:0 1603183199 602194000   -0.322101 1.37492 1.41908
anonymous:0 1603183199 612297000   -0.317432 1.37374 1.43325
anonymous:0 1603183199 622568000   -0.309747 1.37318 1.44479
anonymous:0 1603183199 632438000   -0.303117 1.37182 1.45762
anonymous:0 1603183199 642011000   -0.295964 1.37049 1.46955
anonymous:0 1603183199 651414000   -0.28746 1.36912 1.48068
anonymous:0 1603183199 661023000   -0.278299 1.36789 1.49089
anonymous:0 1603183199 670986000   -0.268334 1.3667 1.50012
anonymous:0 1603183199 681858000   -0.257338 1.36588 1.50815
anonymous:0 1603183199 690945000   -0.245675 1.36506 1.51505
anonymous:0 1603183199 701171000   -0.23331 1.36451 1.52066
anonymous:0 1603183199 711937000   -0.220179 1.36393 1.525
anonymous:0 1603183199 721869000   -0.206819 1.36365 1.52797
anonymous:0 1603183199 732190000   -0.192818 1.36329 1.5298
anonymous:0 1603183199 741856000   -0.178761 1.36294 1.53036
anonymous:0 1603183199 752308000   -0.16471 1.36243 1.52958
anonymous:0 1603183199 762073000   -0.150446 1.36174 1.52768
anonymous:0 1603183199 771978000   -0.135977 1.36071 1.52462
anonymous:0 1603183199 781974000   -0.121421 1.35947 1.5204
anonymous:0 1603183199 792032000   -0.106948 1.35774 1.51491
anonymous:0 1603183199 801880000   -0.0922232 1.35562 1.50822
anonymous:0 1603183199 812230000   -0.0774374 1.35311 1.49994
anonymous:0 1603183199 821893000   -0.0627176 1.35038 1.4903
anonymous:0 1603183199 832030000   -0.047918 1.34758 1.47949
anonymous:0 1603183199 841845000   -0.033368 1.34453 1.46767
anonymous:0 1603183199 852089000   -0.0188825 1.3414 1.45486
anonymous:0 1603183199 861769000   -0.00463713 1.33788 1.44115
anonymous:0 1603183199 872055000   0.00960534 1.33418 1.42668
anonymous:0 1603183199 881828000   0.0236414 1.33033 1.41106
anonymous:0 1603183199 891998000   0.0377724 1.32645 1.39392
anonymous:0 1603183199 901995000   0.0518022 1.32336 1.37526
anonymous:0 1603183199 912212000   0.0659801 1.32181 1.35466
anonymous:0 1603183199 922153000   0.0762795 1.32112 1.33563
anonymous:0 1603183199 942252000   0.103894 1.32202 1.29145
anonymous:0 1603183199 951840000   0.116985 1.32386 1.26941
anonymous:0 1603183199 962050000   0.129824 1.32611 1.24771
anonymous:0 1603183199 972317000   0.14241 1.32911 1.22632
anonymous:0 1603183199 981951000   0.154556 1.33299 1.20531
anonymous:0 1603183199 992176000   0.166282 1.33814 1.18488
anonymous:0 1603183200 1925000   0.177689 1.34458 1.16484
anonymous:0 1603183200 11967000   0.188739 1.35184 1.14535
anonymous:0 1603183200 21828000   0.199197 1.35942 1.12645
anonymous:0 1603183200 32324000   0.209226 1.36725 1.10809
anonymous:0 1603183200 42166000   0.218448 1.3749 1.09129
anonymous:0 1603183200 52859000   0.226434 1.38228 1.07582
anonymous:0 1603183200 62470000   0.234335 1.38994 1.06203
anonymous:0 1603183200 71882000   0.241085 1.39793 1.05008
anonymous:0 1603183200 81486000   0.247464 1.40616 1.03953
anonymous:0 1603183200 91131000   0.2539 1.41402 1.03056
anonymous:0 1603183200 101224000   0.259549 1.42127 1.02295
anonymous:0 1603183200 111775000   0.264578 1.42726 1.0174
anonymous:0 1603183200 121837000   0.269524 1.4324 1.01383
anonymous:0 1603183200 131851000   0.274419 1.43632 1.01218
anonymous:0 1603183200 141438000   0.279235 1.43862 1.01299
anonymous:0 1603183200 152143000   0.283947 1.43965 1.01538
anonymous:0 1603183200 162144000   0.288775 1.43892 1.01982
anonymous:0 1603183200 172164000   0.293246 1.43662 1.02546
anonymous:0 1603183200 182235000   0.297206 1.43316 1.03209
anonymous:0 1603183200 192710000   0.300927 1.42863 1.03987
anonymous:0 1603183200 202758000   0.304998 1.42327 1.04854
anonymous:0 1603183200 212649000   0.308604 1.41699 1.05773
anonymous:0 1603183200 222393000   0.311429 1.40961 1.06805
anonymous:0 1603183200 232432000   0.315018 1.40138 1.07931
anonymous:0 1603183200 242486000   0.317566 1.39244 1.09149
anonymous:0 1603183200 252436000   0.321162 1.38305 1.10472
anonymous:0 1603183200 262403000   0.323534 1.37345 1.11838
anonymous:0 1603183200 272392000   0.326945 1.36386 1.13295
anonymous:0 1603183200 282007000   0.329565 1.35433 1.14795
anonymous:0 1603183200 292256000   0.333077 1.34489 1.16348
anonymous:0 1603183200 301973000   0.336369 1.33566 1.18022
anonymous:0 1603183200 312512000   0.3395 1.32641 1.19754
anonymous:0 1603183200 322211000   0.343452 1.31764 1.21482
anonymous:0 1603183200 332306000   0.347257 1.30906 1.23259
anonymous:0 1603183200 341877000   0.350921 1.30083 1.25029
anonymous:0 1603183200 351939000   0.354778 1.29298 1.26815
anonymous:0 1603183200 362089000   0.358928 1.2858 1.28594
anonymous:0 1603183200 372165000   0.36288 1.27886 1.30371
anonymous:0 1603183200 382207000   0.366747 1.27234 1.32134
anonymous:0 1603183200 392214000   0.37081 1.26565 1.33838
anonymous:0 1603183200 402369000   0.374008 1.26 1.35664
anonymous:0 1603183200 412479000   0.377374 1.25463 1.37493
anonymous:0 1603183200 552354000   0.4295 1.21782 1.61913
anonymous:0 1603183200 602956000   0.446719 1.21453 1.68441
anonymous:0 1603183200 612367000   0.449814 1.21287 1.695
anonymous:0 1603183200 632651000   0.455061 1.20869 1.71334
anonymous:0 1603183200 661945000   0.458991 1.19871 1.73411
anonymous:0 1603183200 672179000   0.459499 1.19396 1.73946
anonymous:0 1603183200 682239000   0.459426 1.18851 1.7443
anonymous:0 1603183200 811901000   0.426326 1.03259 1.74962
anonymous:0 1603183200 822220000   0.422645 1.01555 1.74492
anonymous:0 1603183200 852336000   0.410822 0.96348 1.72478
anonymous:0 1603183201 22415000   0.359991 0.763604 1.47816
anonymous:0 1603183201 42354000   0.355708 0.75323 1.44025
anonymous:0 1603183201 52339000   0.353377 0.749014 1.42115
anonymous:0 1603183201 62606000   0.353509 0.745682 1.39922
anonymous:0 1603183201 72606000   0.352466 0.742653 1.37909
anonymous:0 1603183201 82497000   0.352085 0.740786 1.35739
anonymous:0 1603183201 172599000   0.360531 0.764272 1.14586
anonymous:0 1603183201 182776000   0.361787 0.772179 1.1226
anonymous:0 1603183201 222547000   0.36402 0.816584 1.02959
anonymous:0 1603183201 262261000   0.36022 0.878561 0.951638
anonymous:0 1603183201 272312000   0.358177 0.896231 0.935382
anonymous:0 1603183201 283157000   0.355582 0.915475 0.919511
anonymous:0 1603183201 292533000   0.344228 0.933418 0.900955
anonymous:0 1603183201 302795000   0.340862 0.954715 0.886659
anonymous:0 1603183201 312666000   0.33683 0.976917 0.873638
anonymous:0 1603183201 322693000   0.3325 0.999869 0.862217
anonymous:0 1603183201 332379000   0.326657 1.02411 0.852063
anonymous:0 1603183201 342093000   0.320111 1.04847 0.843363
anonymous:0 1603183201 352314000   0.312298 1.07406 0.837181
anonymous:0 1603183201 362221000   0.30382 1.10078 0.831491
anonymous:0 1603183201 383126000   0.284727 1.15525 0.827977
anonymous:0 1603183201 392350000   0.275059 1.18177 0.830007
anonymous:0 1603183201 422701000   0.244417 1.25664 0.845315
anonymous:0 1603183202 72382000   -0.00241623 0.864283 1.0808
anonymous:0 1603183202 102289000   0.0349071 0.804582 1.09915
anonymous:0 1603183202 112502000   0.0478903 0.787859 1.10618
anonymous:0 1603183202 121867000   0.0606292 0.771725 1.11361
anonymous:0 1603183202 132283000   0.0731595 0.75645 1.12117
anonymous:0 1603183202 141863000   0.0855252 0.742392 1.12912
anonymous:0 1603183202 152246000   0.0975659 0.729101 1.13722
anonymous:0 1603183202 162614000   0.109017 0.71689 1.14519
anonymous:0 1603183202 172343000   0.120245 0.705494 1.15336
anonymous:0 1603183202 182530000   0.131089 0.695335 1.16152
anonymous:0 1603183202 191745000   0.140832 0.686493 1.16954
anonymous:0 1603183202 202145000   0.159362 0.679619 1.18128
anonymous:0 1603183202 212398000   0.167543 0.673025 1.18909
anonymous:0 1603183202 222642000   0.168081 0.665202 1.19184
anonymous:0 1603183202 232540000   0.175805 0.660505 1.19833
anonymous:0 1603183202 241829000   0.182882 0.657119 1.20485
anonymous:0 1603183202 251145000   0.189416 0.654566 1.21101
anonymous:0 1603183202 261124000   0.194795 0.653184 1.21717
anonymous:0 1603183202 280630000   0.211447 0.655407 1.23231
anonymous:0 1603183202 360879000   0.205588 0.675392 1.2632
anonymous:0 1603183202 451641000   0.144957 0.717957 1.30686
anonymous:0 1603183202 461779000   0.138155 0.722807 1.31329
anonymous:0 1603183202 471570000   0.1305 0.72817 1.32017
anonymous:0 1603183202 501705000   0.108504 0.744878 1.34167
anonymous:0 1603183202 542044000   0.0758642 0.765803 1.37643
anonymous:0 1603183202 572674000   0.0504241 0.781362 1.40155
anonymous:0 1603183202 582647000   0.0417374 0.786292 1.40903
anonymous:0 1603183202 592493000   0.033097 0.791056 1.4158
anonymous:0 1603183202 602738000   0.0243894 0.795603 1.42182
anonymous:0 1603183202 612696000   0.0154704 0.79995 1.42743
anonymous:0 1603183202 622353000   0.00284326 0.803647 1.43572
anonymous:0 1603183202 632630000   -0.0031293 0.80677 1.43701
anonymous:0 1603183202 642418000   -0.0119633 0.810262 1.44054
anonymous:0 1603183202 652209000   -0.0209174 0.813538 1.44371
anonymous:0 1603183202 661821000   -0.0302171 0.816499 1.44634
anonymous:0 1603183202 672601000   -0.0394317 0.819013 1.44866
anonymous:0 1603183202 681891000   -0.0484396 0.821111 1.45053
anonymous:0 1603183202 692010000   -0.0570394 0.822989 1.4521
anonymous:0 1603183202 701866000   -0.0659968 0.824426 1.45306
anonymous:0 1603183202 712308000   -0.0743737 0.825716 1.45341
anonymous:0 1603183202 722528000   -0.0831491 0.826757 1.45301
anonymous:0 1603183202 732279000   -0.0915482 0.827434 1.45193
anonymous:0 1603183202 741905000   -0.100108 0.827744 1.45013
anonymous:0 1603183202 752764000   -0.108212 0.827678 1.44774
anonymous:0 1603183202 762086000   -0.116652 0.827395 1.44458
anonymous:0 1603183202 772599000   -0.124604 0.826802 1.44047
anonymous:0 1603183202 782177000   -0.132815 0.825981 1.43545
anonymous:0 1603183202 792445000   -0.141198 0.824981 1.42922
anonymous:0 1603183202 801871000   -0.149054 0.823718 1.42201
anonymous:0 1603183202 811552000   -0.156753 0.821763 1.41375
anonymous:0 1603183202 821174000   -0.163905 0.819146 1.40474
anonymous:0 1603183202 831081000   -0.170441 0.815577 1.39505
anonymous:0 1603183202 840959000   -0.176239 0.811296 1.38476
anonymous:0 1603183202 851677000   -0.180679 0.805972 1.37384
anonymous:0 1603183202 860982000   -0.184535 0.799518 1.3623
anonymous:0 1603183202 871780000   -0.187625 0.791855 1.35054
anonymous:0 1603183202 881927000   -0.190132 0.782915 1.33875
anonymous:0 1603183202 891683000   -0.192303 0.772675 1.32698
anonymous:0 1603183202 901860000   -0.19378 0.761558 1.31584
anonymous:0 1603183202 912150000   -0.194546 0.749305 1.30428
anonymous:0 1603183202 922381000   -0.195761 0.735064 1.29287
anonymous:0 1603183202 932366000   -0.196459 0.719315 1.28149
anonymous:0 1603183202 942081000   -0.196489 0.70235 1.27033
anonymous:0 1603183202 952372000   -0.1958 0.683989 1.2594
anonymous:0 1603183202 962536000   -0.193547 0.664543 1.24857
anonymous:0 1603183202 972403000   -0.190081 0.644652 1.23777
anonymous:0 1603183202 982225000   -0.185387 0.624185 1.22687
anonymous:0 1603183202 992408000   -0.179272 0.603341 1.21644
anonymous:0 1603183203 2569000   -0.172702 0.582228 1.20619
anonymous:0 1603183203 12783000   -0.164814 0.561106 1.19641
anonymous:0 1603183203 22613000   -0.156193 0.540098 1.18707
anonymous:0 1603183203 32439000   -0.146872 0.519654 1.17798
anonymous:0 1603183203 42721000   -0.13615 0.499739 1.16908
anonymous:0 1603183203 52598000   -0.124774 0.480222 1.16086
anonymous:0 1603183203 73019000   -0.0997061 0.442889 1.14656
anonymous:0 1603183203 642817000   -0.164042 0.473422 1.14492
anonymous:0 1603183203 652540000   -0.18278 0.484237 1.1506
anonymous:0 1603183203 662198000   -0.20016 0.493455 1.15705
anonymous:0 1603183203 672936000   -0.216922 0.503155 1.16412
anonymous:0 1603183203 682509000   -0.233405 0.51234 1.17154
anonymous:0 1603183203 692450000   -0.249172 0.521866 1.17915
