name ts   x y z   roll pitch yaw  err delay
anonymous:0 1603183116 250220000   -0.759522 -0.0731032 1.30914
anonymous:0 1603183116 260251000   -0.754784 -0.0785628 1.30714
anonymous:0 1603183116 269996000   -0.749955 -0.0838872 1.30527
anonymous:0 1603183116 280445000   -0.745045 -0.0891767 1.30317
anonymous:0 1603183116 290441000   -0.74017 -0.0944577 1.30109
anonymous:0 1603183116 300730000   -0.735072 -0.0995453 1.2988
anonymous:0 1603183116 310789000   -0.730048 -0.104702 1.2966
anonymous:0 1603183116 320591000   -0.724973 -0.109863 1.29431
anonymous:0 1603183116 330418000   -0.719787 -0.11493 1.29191
anonymous:0 1603183116 341029000   -0.714494 -0.119933 1.28952
anonymous:0 1603183116 351070000   -0.70908 -0.124686 1.28703
anonymous:0 1603183116 360926000   -0.703708 -0.12952 1.28456
anonymous:0 1603183116 370611000   -0.698392 -0.13437 1.28214
anonymous:0 1603183116 380912000   -0.692877 -0.139031 1.27958
anonymous:0 1603183116 391139000   -0.687277 -0.143575 1.27694
anonymous:0 1603183116 400962000   -0.681688 -0.148154 1.27448
anonymous:0 1603183116 411306000   -0.676176 -0.152661 1.27206
anonymous:0 1603183116 421261000   -0.670554 -0.157024 1.26956
anonymous:0 1603183116 431122000   -0.664914 -0.161345 1.26716
anonymous:0 1603183116 440943000   -0.659419 -0.165726 1.26479
anonymous:0 1603183116 450442000   -0.653823 -0.169948 1.26244
anonymous:0 1603183116 461041000   -0.648097 -0.174029 1.26024
anonymous:0 1603183116 471024000   -0.64244 -0.17816 1.25805
anonymous:0 1603183116 481151000   -0.636782 -0.182197 1.25593
anonymous:0 1603183116 490661000   -0.631269 -0.186195 1.25388
anonymous:0 1603183116 501131000   -0.625804 -0.190027 1.25184
anonymous:0 1603183116 511095000   -0.620217 -0.193831 1.24973
anonymous:0 1603183116 520890000   -0.6148 -0.197603 1.2478
anonymous:0 1603183116 531073000   -0.609507 -0.201307 1.24579
anonymous:0 1603183116 540763000   -0.604 -0.20496 1.24381
anonymous:0 1603183116 551142000   -0.59863 -0.208584 1.24186
anonymous:0 1603183116 560469000   -0.59328 -0.212056 1.2399
anonymous:0 1603183116 570569000   -0.587885 -0.21554 1.23805
anonymous:0 1603183116 580936000   -0.582506 -0.218911 1.23621
anonymous:0 1603183116 590737000   -0.57723 -0.222163 1.23435
anonymous:0 1603183116 601031000   -0.571976 -0.225468 1.23256
anonymous:0 1603183116 610871000   -0.566934 -0.228735 1.23083
anonymous:0 1603183116 620961000   -0.561661 -0.231847 1.22914
anonymous:0 1603183116 631118000   -0.556699 -0.23497 1.22754
anonymous:0 1603183116 640906000   -0.551902 -0.238068 1.226
anonymous:0 1603183116 651264000   -0.547179 -0.240895 1.22455
anonymous:0 1603183116 661084000   -0.542612 -0.24407 1.22312
anonymous:0 1603183116 670961000   -0.538327 -0.246948 1.22169
anonymous:0 1603183116 681109000   -0.534131 -0.249761 1.22037
anonymous:0 1603183116 690775000   -0.530124 -0.252692 1.21916
anonymous:0 1603183116 700706000   -0.526238 -0.255576 1.21791
anonymous:0 1603183116 711112000   -0.522585 -0.258314 1.21668
anonymous:0 1603183116 720972000   -0.518967 -0.260981 1.21556
anonymous:0 1603183116 730975000   -0.515563 -0.263721 1.21444
anonymous:0 1603183116 741302000   -0.512403 -0.266396 1.21319
anonymous:0 1603183116 751268000   -0.509512 -0.269139 1.21197
anonymous:0 1603183116 760861000   -0.506663 -0.271753 1.21082
anonymous:0 1603183116 770908000   -0.504096 -0.274425 1.20948
anonymous:0 1603183116 781502000   -0.501599 -0.277113 1.20814
anonymous:0 1603183116 791038000   -0.499214 -0.279816 1.20683
anonymous:0 1603183116 801078000   -0.496949 -0.28256 1.20561
anonymous:0 1603183116 811124000   -0.494811 -0.28522 1.20429
anonymous:0 1603183116 821010000   -0.492809 -0.287887 1.20299
anonymous:0 1603183116 831024000   -0.490961 -0.29058 1.20186
anonymous:0 1603183116 840824000   -0.489233 -0.293247 1.20054
anonymous:0 1603183116 850985000   -0.487426 -0.295957 1.19924
anonymous:0 1603183116 860905000   -0.485746 -0.298468 1.19808
anonymous:0 1603183116 870786000   -0.484298 -0.300892 1.19701
anonymous:0 1603183116 880910000   -0.482778 -0.303124 1.19587
anonymous:0 1603183116 890935000   -0.481386 -0.305298 1.1947
anonymous:0 1603183116 901244000   -0.480049 -0.307456 1.19367
anonymous:0 1603183116 911046000   -0.478849 -0.309814 1.1928
anonymous:0 1603183116 921023000   -0.477684 -0.312274 1.1919
anonymous:0 1603183116 930902000   -0.476574 -0.314793 1.19107
anonymous:0 1603183116 940974000   -0.475701 -0.317207 1.19017
anonymous:0 1603183116 951049000   -0.474824 -0.319634 1.18941
anonymous:0 1603183116 960958000   -0.474175 -0.321935 1.18879
anonymous:0 1603183116 970921000   -0.473412 -0.324358 1.18813
anonymous:0 1603183116 981255000   -0.472911 -0.326872 1.18734
anonymous:0 1603183116 991144000   -0.47226 -0.329397 1.18657
anonymous:0 1603183117 1603000   -0.471729 -0.331988 1.18581
anonymous:0 1603183117 11064000   -0.471204 -0.334695 1.18497
anonymous:0 1603183117 21005000   -0.470892 -0.337609 1.18413
anonymous:0 1603183117 30562000   -0.470639 -0.340555 1.18311
anonymous:0 1603183117 40859000   -0.470306 -0.343641 1.18213
anonymous:0 1603183117 51097000   -0.470051 -0.346723 1.18117
anonymous:0 1603183117 61132000   -0.469996 -0.35009 1.18006
anonymous:0 1603183117 71043000   -0.469781 -0.353328 1.1789
anonymous:0 1603183117 81136000   -0.469723 -0.35668 1.17763
anonymous:0 1603183117 90941000   -0.469733 -0.360181 1.17647
anonymous:0 1603183117 101464000   -0.469513 -0.363456 1.17514
anonymous:0 1603183117 110922000   -0.469406 -0.366916 1.17388
anonymous:0 1603183117 121049000   -0.469317 -0.370604 1.17266
anonymous:0 1603183117 131240000   -0.469155 -0.374149 1.1714
anonymous:0 1603183117 140735000   -0.46912 -0.37792 1.17023
anonymous:0 1603183117 150796000   -0.469093 -0.381835 1.16933
anonymous:0 1603183117 161090000   -0.468856 -0.385583 1.16831
anonymous:0 1603183117 171300000   -0.468905 -0.38961 1.16743
anonymous:0 1603183117 181087000   -0.468807 -0.393518 1.16677
anonymous:0 1603183117 190489000   -0.468804 -0.397346 1.1663
anonymous:0 1603183117 201122000   -0.468992 -0.401254 1.16576
anonymous:0 1603183117 210790000   -0.468939 -0.405052 1.16526
anonymous:0 1603183117 220510000   -0.469087 -0.408877 1.16487
anonymous:0 1603183117 229806000   -0.469079 -0.412754 1.16449
anonymous:0 1603183117 239801000   -0.469237 -0.41679 1.16422
anonymous:0 1603183117 249840000   -0.469344 -0.42072 1.16384
anonymous:0 1603183117 259501000   -0.469592 -0.424701 1.16343
anonymous:0 1603183117 269336000   -0.469954 -0.428453 1.16318
anonymous:0 1603183117 279385000   -0.470307 -0.432097 1.16311
anonymous:0 1603183117 289012000   -0.470887 -0.435791 1.16298
anonymous:0 1603183117 299052000   -0.471254 -0.439482 1.16286
anonymous:0 1603183117 309837000   -0.471862 -0.443382 1.16275
anonymous:0 1603183117 319137000   -0.47244 -0.447342 1.16267
anonymous:0 1603183117 328912000   -0.473095 -0.451309 1.16282
anonymous:0 1603183117 339695000   -0.473904 -0.455386 1.16294
anonymous:0 1603183117 349868000   -0.474759 -0.459296 1.16311
anonymous:0 1603183117 360319000   -0.475755 -0.463296 1.16347
anonymous:0 1603183117 370326000   -0.476564 -0.466949 1.16368
anonymous:0 1603183117 380755000   -0.47763 -0.470975 1.1639
anonymous:0 1603183117 390457000   -0.478372 -0.474702 1.16414
anonymous:0 1603183117 400709000   -0.479194 -0.478661 1.1644
anonymous:0 1603183117 410599000   -0.479924 -0.482662 1.1646
anonymous:0 1603183117 420691000   -0.480646 -0.486588 1.16476
anonymous:0 1603183117 430402000   -0.481375 -0.490584 1.16501
anonymous:0 1603183117 440573000   -0.482016 -0.494507 1.16516
anonymous:0 1603183117 450221000   -0.482896 -0.498697 1.16529
anonymous:0 1603183117 460430000   -0.483526 -0.502464 1.16525
anonymous:0 1603183117 470641000   -0.484402 -0.506566 1.16527
anonymous:0 1603183117 480948000   -0.485221 -0.510424 1.16523
anonymous:0 1603183117 490778000   -0.485963 -0.514258 1.16518
anonymous:0 1603183117 500612000   -0.486832 -0.518116 1.16523
anonymous:0 1603183117 510843000   -0.487625 -0.522039 1.16505
anonymous:0 1603183117 520780000   -0.488685 -0.526031 1.16485
anonymous:0 1603183117 530509000   -0.489523 -0.529817 1.16473
anonymous:0 1603183117 540383000   -0.490692 -0.533613 1.16452
anonymous:0 1603183117 550589000   -0.491891 -0.537332 1.16432
anonymous:0 1603183117 560878000   -0.493198 -0.54111 1.16407
anonymous:0 1603183117 570417000   -0.494561 -0.544866 1.16381
anonymous:0 1603183117 581041000   -0.495817 -0.54851 1.1635
anonymous:0 1603183117 590730000   -0.49717 -0.552154 1.16313
anonymous:0 1603183117 600863000   -0.498579 -0.555777 1.16292
anonymous:0 1603183117 611033000   -0.499905 -0.559305 1.1626
anonymous:0 1603183117 621117000   -0.501448 -0.562851 1.16212
anonymous:0 1603183117 630612000   -0.502676 -0.566263 1.16176
anonymous:0 1603183117 641007000   -0.504094 -0.569855 1.16151
anonymous:0 1603183117 650839000   -0.50551 -0.573272 1.1613
anonymous:0 1603183117 661064000   -0.507078 -0.576789 1.16112
anonymous:0 1603183117 670617000   -0.508575 -0.580268 1.16094
anonymous:0 1603183117 680826000   -0.510006 -0.583534 1.16089
anonymous:0 1603183117 690699000   -0.511694 -0.586913 1.16097
anonymous:0 1603183117 700902000   -0.513365 -0.590217 1.16109
anonymous:0 1603183117 711105000   -0.514937 -0.593447 1.16127
anonymous:0 1603183117 720926000   -0.516663 -0.596666 1.16164
anonymous:0 1603183117 730422000   -0.518199 -0.599573 1.162
anonymous:0 1603183117 740894000   -0.519863 -0.602623 1.16244
anonymous:0 1603183117 750678000   -0.521295 -0.605389 1.16285
anonymous:0 1603183117 760847000   -0.522903 -0.608312 1.16323
anonymous:0 1603183117 770597000   -0.524296 -0.611103 1.16365
anonymous:0 1603183117 780935000   -0.525684 -0.613787 1.16415
anonymous:0 1603183117 790362000   -0.527092 -0.616417 1.16464
anonymous:0 1603183117 800745000   -0.5284 -0.618827 1.16519
anonymous:0 1603183117 810947000   -0.529659 -0.621228 1.16573
anonymous:0 1603183117 820830000   -0.530874 -0.623585 1.16642
anonymous:0 1603183117 830620000   -0.53182 -0.625714 1.16702
anonymous:0 1603183117 840841000   -0.533031 -0.627989 1.1677
anonymous:0 1603183117 850995000   -0.533768 -0.629732 1.16838
anonymous:0 1603183117 860971000   -0.534766 -0.631659 1.16906
anonymous:0 1603183117 870947000   -0.535681 -0.633609 1.16974
anonymous:0 1603183117 881004000   -0.536209 -0.635242 1.17033
anonymous:0 1603183117 890823000   -0.537021 -0.637135 1.17105
anonymous:0 1603183117 900921000   -0.537723 -0.638988 1.17168
anonymous:0 1603183117 910968000   -0.538136 -0.640676 1.17227
anonymous:0 1603183117 920468000   -0.538639 -0.642514 1.17304
anonymous:0 1603183117 930894000   -0.539199 -0.644509 1.17366
anonymous:0 1603183117 940559000   -0.539581 -0.646286 1.17424
anonymous:0 1603183117 950770000   -0.539977 -0.648077 1.17494
anonymous:0 1603183117 960794000   -0.540542 -0.650053 1.17561
anonymous:0 1603183117 970435000   -0.540888 -0.65181 1.17614
anonymous:0 1603183117 980837000   -0.541256 -0.65358 1.17666
anonymous:0 1603183117 991075000   -0.541693 -0.655432 1.17715
anonymous:0 1603183118 1078000   -0.542079 -0.657328 1.1776
anonymous:0 1603183118 11008000   -0.542369 -0.659019 1.17792
anonymous:0 1603183118 20685000   -0.542633 -0.660713 1.1783
anonymous:0 1603183118 30749000   -0.543012 -0.662521 1.17864
anonymous:0 1603183118 41129000   -0.54319 -0.664245 1.17886
anonymous:0 1603183118 51091000   -0.543287 -0.665935 1.17899
anonymous:0 1603183118 61152000   -0.543278 -0.667513 1.17913
anonymous:0 1603183118 70805000   -0.543343 -0.669328 1.17929
anonymous:0 1603183118 80574000   -0.543356 -0.67123 1.17929
anonymous:0 1603183118 90738000   -0.543158 -0.672963 1.17932
anonymous:0 1603183118 100671000   -0.542852 -0.674637 1.17939
anonymous:0 1603183118 110713000   -0.542561 -0.676439 1.17948
anonymous:0 1603183118 120687000   -0.542373 -0.678302 1.17955
anonymous:0 1603183118 130514000   -0.54212 -0.680171 1.17974
anonymous:0 1603183118 140761000   -0.541701 -0.681967 1.17992
anonymous:0 1603183118 150930000   -0.541419 -0.683783 1.18016
anonymous:0 1603183118 161121000   -0.541057 -0.685727 1.18039
anonymous:0 1603183118 170503000   -0.54076 -0.687657 1.18072
anonymous:0 1603183118 180950000   -0.540341 -0.689675 1.18107
anonymous:0 1603183118 190197000   -0.54 -0.691626 1.18148
anonymous:0 1603183118 200854000   -0.539498 -0.693608 1.18189
anonymous:0 1603183118 210525000   -0.539176 -0.695689 1.18244
anonymous:0 1603183118 220753000   -0.538764 -0.697671 1.18305
anonymous:0 1603183118 230658000   -0.538465 -0.699699 1.18381
anonymous:0 1603183118 240807000   -0.538059 -0.701534 1.18454
anonymous:0 1603183118 250378000   -0.537742 -0.703396 1.18546
anonymous:0 1603183118 260040000   -0.537458 -0.705234 1.18644
anonymous:0 1603183118 270212000   -0.537244 -0.707067 1.18746
anonymous:0 1603183118 280742000   -0.537012 -0.708987 1.18856
anonymous:0 1603183118 290586000   -0.536656 -0.710731 1.1897
anonymous:0 1603183118 301073000   -0.536355 -0.712533 1.19081
anonymous:0 1603183118 309811000   -0.536126 -0.714361 1.19198
anonymous:0 1603183118 319766000   -0.535978 -0.716342 1.1932
anonymous:0 1603183118 329188000   -0.535723 -0.71816 1.19437
anonymous:0 1603183118 339221000   -0.535533 -0.719981 1.19561
anonymous:0 1603183118 349182000   -0.535358 -0.721903 1.1969
anonymous:0 1603183118 359166000   -0.535173 -0.723912 1.19813
anonymous:0 1603183118 370422000   -0.534857 -0.725977 1.1995
anonymous:0 1603183118 380463000   -0.534308 -0.72794 1.20071
anonymous:0 1603183118 390282000   -0.533699 -0.730008 1.20197
anonymous:0 1603183118 400297000   -0.533114 -0.732221 1.20324
anonymous:0 1603183118 410495000   -0.532521 -0.73454 1.2045
anonymous:0 1603183118 420806000   -0.531676 -0.736725 1.20568
anonymous:0 1603183118 430744000   -0.530784 -0.739067 1.20688
anonymous:0 1603183118 440794000   -0.529698 -0.741422 1.20799
anonymous:0 1603183118 450695000   -0.528552 -0.743975 1.20902
anonymous:0 1603183118 460971000   -0.527281 -0.746696 1.21005
anonymous:0 1603183118 471184000   -0.525736 -0.749464 1.21097
anonymous:0 1603183118 481156000   -0.523921 -0.75228 1.21188
anonymous:0 1603183118 490993000   -0.521961 -0.755188 1.21277
anonymous:0 1603183118 501209000   -0.519788 -0.758172 1.21365
anonymous:0 1603183118 510928000   -0.517386 -0.761193 1.21453
anonymous:0 1603183118 520740000   -0.514886 -0.764385 1.21544
anonymous:0 1603183118 530904000   -0.512168 -0.767659 1.2163
anonymous:0 1603183118 540995000   -0.509107 -0.771094 1.21715
anonymous:0 1603183118 550971000   -0.505783 -0.774581 1.21797
anonymous:0 1603183118 560551000   -0.502063 -0.778253 1.21877
anonymous:0 1603183118 570542000   -0.498189 -0.781846 1.2195
anonymous:0 1603183118 580892000   -0.493987 -0.7857 1.22021
anonymous:0 1603183118 591111000   -0.489606 -0.789454 1.22084
anonymous:0 1603183118 601247000   -0.484938 -0.793315 1.22149
anonymous:0 1603183118 611314000   -0.479989 -0.797345 1.22209
anonymous:0 1603183118 620880000   -0.474858 -0.801279 1.22262
anonymous:0 1603183118 630888000   -0.469357 -0.805104 1.22309
anonymous:0 1603183118 640806000   -0.463675 -0.808987 1.22355
anonymous:0 1603183118 650929000   -0.45782 -0.812998 1.224
anonymous:0 1603183118 660935000   -0.451589 -0.816939 1.22445
anonymous:0 1603183118 670786000   -0.445024 -0.820766 1.2249
anonymous:0 1603183118 681274000   -0.438373 -0.824839 1.2254
anonymous:0 1603183118 690936000   -0.431089 -0.828476 1.22587
anonymous:0 1603183118 700710000   -0.423805 -0.832362 1.22628
anonymous:0 1603183118 710845000   -0.416108 -0.835996 1.22666
anonymous:0 1603183118 720843000   -0.40839 -0.839781 1.22707
anonymous:0 1603183118 730872000   -0.400423 -0.843486 1.22748
anonymous:0 1603183118 740603000   -0.392229 -0.846999 1.22781
anonymous:0 1603183118 750794000   -0.383927 -0.850432 1.22816
anonymous:0 1603183118 760392000   -0.375575 -0.853829 1.22868
anonymous:0 1603183118 770683000   -0.366773 -0.857223 1.22897
anonymous:0 1603183118 780821000   -0.357711 -0.860599 1.22924
anonymous:0 1603183118 790699000   -0.348491 -0.863868 1.22943
anonymous:0 1603183118 800389000   -0.339135 -0.867027 1.22967
anonymous:0 1603183118 810829000   -0.329614 -0.870065 1.22984
anonymous:0 1603183118 820543000   -0.319981 -0.872947 1.23001
anonymous:0 1603183118 831013000   -0.310206 -0.875728 1.23018
anonymous:0 1603183118 841487000   -0.300326 -0.878435 1.23035
anonymous:0 1603183118 850754000   -0.290299 -0.881131 1.23056
anonymous:0 1603183118 860764000   -0.280467 -0.8837 1.23071
anonymous:0 1603183118 870912000   -0.270497 -0.886096 1.23092
anonymous:0 1603183118 880654000   -0.260374 -0.888411 1.23126
anonymous:0 1603183118 890805000   -0.250258 -0.890603 1.23168
anonymous:0 1603183118 901248000   -0.240163 -0.892607 1.23218
anonymous:0 1603183118 910690000   -0.229961 -0.894619 1.23275
anonymous:0 1603183118 921018000   -0.219796 -0.896461 1.23346
anonymous:0 1603183118 930752000   -0.209626 -0.898196 1.23429
anonymous:0 1603183118 940775000   -0.199598 -0.899878 1.2352
anonymous:0 1603183118 950724000   -0.189535 -0.901347 1.23623
anonymous:0 1603183118 960527000   -0.1795 -0.902656 1.2375
anonymous:0 1603183118 970624000   -0.169675 -0.90395 1.23911
anonymous:0 1603183118 980913000   -0.160004 -0.905311 1.24074
anonymous:0 1603183118 990882000   -0.1503 -0.906242 1.24253
anonymous:0 1603183119 688000   -0.140858 -0.907065 1.24476
anonymous:0 1603183119 10895000   -0.131742 -0.908077 1.24695
anonymous:0 1603183119 20902000   -0.122584 -0.908612 1.24968
anonymous:0 1603183119 31097000   -0.11371 -0.909258 1.2523
anonymous:0 1603183119 41025000   -0.105328 -0.909794 1.25546
anonymous:0 1603183119 50807000   -0.0973277 -0.910486 1.25857
anonymous:0 1603183119 61144000   -0.0897334 -0.911143 1.26196
anonymous:0 1603183119 71155000   -0.0824841 -0.911657 1.26577
anonymous:0 1603183119 81034000   -0.0757051 -0.912292 1.26942
anonymous:0 1603183119 90891000   -0.0692401 -0.912954 1.2733
anonymous:0 1603183119 101000000   -0.0634745 -0.913759 1.27747
anonymous:0 1603183119 111042000   -0.0580828 -0.914685 1.28193
anonymous:0 1603183119 120649000   -0.0531251 -0.915624 1.28625
anonymous:0 1603183119 130457000   -0.0488963 -0.916723 1.29069
anonymous:0 1603183119 140859000   -0.0452201 -0.918178 1.29519
anonymous:0 1603183119 150770000   -0.0419851 -0.91953 1.29948
anonymous:0 1603183119 161125000   -0.0392412 -0.920843 1.30386
anonymous:0 1603183119 170867000   -0.037023 -0.922442 1.30826
anonymous:0 1603183119 181112000   -0.0349465 -0.923923 1.31253
anonymous:0 1603183119 190917000   -0.0332204 -0.925632 1.31677
anonymous:0 1603183119 200968000   -0.0321365 -0.927426 1.32093
anonymous:0 1603183119 210685000   -0.0314966 -0.92954 1.325
anonymous:0 1603183119 221222000   -0.0313221 -0.931622 1.32862
anonymous:0 1603183119 231059000   -0.031827 -0.934012 1.3322
anonymous:0 1603183119 241005000   -0.0327445 -0.936276 1.33531
anonymous:0 1603183119 250931000   -0.0340812 -0.938702 1.33863
anonymous:0 1603183119 260963000   -0.035489 -0.940733 1.34146
anonymous:0 1603183119 271096000   -0.0372841 -0.942944 1.3446
anonymous:0 1603183119 280867000   -0.0395108 -0.945103 1.34724
anonymous:0 1603183119 290643000   -0.0418289 -0.947189 1.34978
anonymous:0 1603183119 300892000   -0.0444415 -0.949155 1.35193
anonymous:0 1603183119 311075000   -0.0475204 -0.951317 1.35374
anonymous:0 1603183119 321196000   -0.050892 -0.953364 1.35547
anonymous:0 1603183119 330635000   -0.0545019 -0.955132 1.35701
anonymous:0 1603183119 340685000   -0.0584343 -0.956875 1.35832
anonymous:0 1603183119 350661000   -0.0625862 -0.958548 1.3594
anonymous:0 1603183119 360494000   -0.0669835 -0.960241 1.36025
anonymous:0 1603183119 369842000   -0.0715787 -0.961704 1.36079
anonymous:0 1603183119 379476000   -0.0764311 -0.963062 1.36123
anonymous:0 1603183119 389256000   -0.081607 -0.964171 1.36137
anonymous:0 1603183119 399048000   -0.086948 -0.965199 1.36143
anonymous:0 1603183119 410361000   -0.0925224 -0.966109 1.3613
anonymous:0 1603183119 420355000   -0.0982867 -0.966968 1.36094
anonymous:0 1603183119 430529000   -0.104192 -0.967799 1.3605
anonymous:0 1603183119 440506000   -0.110377 -0.968628 1.35985
anonymous:0 1603183119 450591000   -0.116671 -0.969056 1.35886
anonymous:0 1603183119 460910000   -0.123236 -0.969526 1.35765
anonymous:0 1603183119 470782000   -0.129922 -0.969976 1.35636
anonymous:0 1603183119 481028000   -0.136785 -0.970141 1.35501
anonymous:0 1603183119 490674000   -0.143924 -0.970163 1.35355
anonymous:0 1603183119 500783000   -0.151172 -0.969799 1.35209
anonymous:0 1603183119 511061000   -0.158888 -0.969778 1.35054
anonymous:0 1603183119 520531000   -0.16657 -0.969572 1.34881
anonymous:0 1603183119 530888000   -0.174523 -0.96939 1.34699
anonymous:0 1603183119 540773000   -0.1826 -0.968955 1.34488
anonymous:0 1603183119 550829000   -0.190939 -0.968408 1.34274
anonymous:0 1603183119 561051000   -0.199366 -0.967506 1.34029
anonymous:0 1603183119 570716000   -0.208013 -0.966316 1.33779
anonymous:0 1603183119 580670000   -0.216883 -0.965053 1.33522
anonymous:0 1603183119 590698000   -0.22576 -0.963486 1.33267
anonymous:0 1603183119 600997000   -0.234726 -0.961905 1.33011
anonymous:0 1603183119 611020000   -0.243726 -0.960119 1.32756
anonymous:0 1603183119 621175000   -0.252774 -0.958155 1.32506
anonymous:0 1603183119 630972000   -0.261843 -0.955993 1.32252
anonymous:0 1603183119 640752000   -0.270935 -0.9537 1.32005
anonymous:0 1603183119 650808000   -0.280086 -0.951134 1.31753
anonymous:0 1603183119 660955000   -0.289304 -0.948332 1.31494
anonymous:0 1603183119 670904000   -0.298425 -0.945244 1.31248
anonymous:0 1603183119 681023000   -0.307612 -0.942011 1.3099
anonymous:0 1603183119 690727000   -0.316895 -0.938693 1.30743
anonymous:0 1603183119 701324000   -0.326269 -0.935292 1.30514
anonymous:0 1603183119 711093000   -0.335424 -0.931585 1.30261
anonymous:0 1603183119 720989000   -0.344638 -0.927756 1.30046
anonymous:0 1603183119 730940000   -0.353832 -0.923823 1.29843
anonymous:0 1603183119 740928000   -0.362696 -0.919438 1.29614
anonymous:0 1603183119 751246000   -0.371676 -0.915012 1.29408
anonymous:0 1603183119 760821000   -0.38079 -0.910408 1.2922
anonymous:0 1603183119 770835000   -0.389488 -0.90548 1.29016
anonymous:0 1603183119 781410000   -0.39842 -0.900553 1.28811
anonymous:0 1603183119 791054000   -0.407041 -0.89509 1.28615
anonymous:0 1603183119 800897000   -0.41592 -0.889802 1.28429
anonymous:0 1603183119 811051000   -0.424566 -0.884121 1.28261
anonymous:0 1603183119 821178000   -0.433281 -0.87831 1.28076
anonymous:0 1603183119 830581000   -0.441945 -0.872418 1.27897
anonymous:0 1603183119 840857000   -0.450634 -0.866394 1.27712
anonymous:0 1603183119 850949000   -0.459308 -0.860131 1.27517
anonymous:0 1603183119 860891000   -0.467965 -0.853786 1.27327
anonymous:0 1603183119 870756000   -0.476525 -0.847205 1.27149
anonymous:0 1603183119 881447000   -0.485036 -0.840358 1.26968
anonymous:0 1603183119 891056000   -0.493411 -0.833563 1.26791
anonymous:0 1603183119 901088000   -0.501714 -0.826682 1.2662
anonymous:0 1603183119 911152000   -0.510023 -0.819721 1.26461
anonymous:0 1603183119 921613000   -0.518322 -0.812744 1.26291
anonymous:0 1603183119 931200000   -0.526517 -0.805637 1.26126
anonymous:0 1603183119 941140000   -0.534652 -0.798609 1.25968
anonymous:0 1603183119 951109000   -0.542747 -0.791256 1.25808
anonymous:0 1603183119 961097000   -0.550858 -0.783887 1.25647
anonymous:0 1603183119 970714000   -0.558865 -0.776502 1.25498
anonymous:0 1603183119 981234000   -0.566777 -0.768894 1.25342
anonymous:0 1603183119 990873000   -0.574609 -0.761289 1.2519
anonymous:0 1603183120 1156000   -0.582449 -0.753606 1.25052
anonymous:0 1603183120 11155000   -0.590184 -0.745795 1.24906
anonymous:0 1603183120 21457000   -0.597761 -0.738014 1.24767
anonymous:0 1603183120 31066000   -0.605312 -0.730154 1.24631
anonymous:0 1603183120 40624000   -0.612746 -0.722173 1.24498
anonymous:0 1603183120 61128000   -0.627329 -0.706063 1.24246
anonymous:0 1603183120 71086000   -0.634656 -0.697951 1.24121
anonymous:0 1603183120 90954000   -0.649063 -0.68146 1.23867
anonymous:0 1603183120 101257000   -0.656155 -0.673266 1.23747
anonymous:0 1603183120 290763000   -0.768641 -0.538904 1.24558
anonymous:0 1603183120 301321000   -0.773274 -0.532894 1.24704
anonymous:0 1603183120 310984000   -0.768775 -0.524875 1.25407
anonymous:0 1603183120 330965000   -0.784065 -0.517515 1.25266
anonymous:0 1603183120 351317000   -0.789641 -0.508799 1.257
anonymous:0 1603183120 361278000   -0.792704 -0.504424 1.25915
anonymous:0 1603183120 371020000   -0.787941 -0.497012 1.26663
anonymous:0 1603183120 381402000   -0.790305 -0.493809 1.26839
anonymous:0 1603183120 401279000   -0.802269 -0.49101 1.26937
anonymous:0 1603183120 410881000   -0.804081 -0.488145 1.27217
anonymous:0 1603183120 420701000   -0.797713 -0.481972 1.28028
anonymous:0 1603183120 439561000   -0.808127 -0.480618 1.28082
anonymous:0 1603183120 449130000   -0.80891 -0.478723 1.28376
anonymous:0 1603183120 460397000   -0.809513 -0.47717 1.28654
anonymous:0 1603183120 470299000   -0.809819 -0.475814 1.28922
anonymous:0 1603183120 480430000   -0.801765 -0.47118 1.29646
anonymous:0 1603183120 490391000   -0.805142 -0.47858 1.2954
anonymous:0 1603183120 500997000   -0.805454 -0.47638 1.2968
anonymous:0 1603183120 510879000   -0.809069 -0.472241 1.29771
anonymous:0 1603183120 520939000   -0.808235 -0.47078 1.29873
anonymous:0 1603183120 530665000   -0.807203 -0.469793 1.29946
anonymous:0 1603183120 540741000   -0.80582 -0.469158 1.29988
anonymous:0 1603183120 550970000   -0.804163 -0.468564 1.29981
anonymous:0 1603183120 560950000   -0.802227 -0.468027 1.29935
anonymous:0 1603183120 571110000   -0.800076 -0.467567 1.29849
anonymous:0 1603183120 581276000   -0.797546 -0.467088 1.2972
anonymous:0 1603183120 591050000   -0.794833 -0.46672 1.29571
anonymous:0 1603183120 600845000   -0.791961 -0.466518 1.29379
anonymous:0 1603183120 611426000   -0.788787 -0.466284 1.2916
anonymous:0 1603183120 621049000   -0.785474 -0.466122 1.28924
anonymous:0 1603183120 631290000   -0.781864 -0.465783 1.28677
anonymous:0 1603183120 641322000   -0.778236 -0.465541 1.28413
anonymous:0 1603183120 651064000   -0.774437 -0.465197 1.28133
anonymous:0 1603183120 661090000   -0.770618 -0.464926 1.2786
anonymous:0 1603183120 671073000   -0.766591 -0.464655 1.27586
anonymous:0 1603183120 681417000   -0.762572 -0.464306 1.27323
anonymous:0 1603183120 691024000   -0.75853 -0.463842 1.27067
anonymous:0 1603183120 701193000   -0.754515 -0.463235 1.26812
