name ts   x y z   roll pitch yaw  err delay
anonymous:0 1603183120 710968000   -0.750408 -0.462498 1.26574
anonymous:0 1603183120 721077000   -0.746328 -0.461714 1.26344
anonymous:0 1603183120 731423000   -0.742177 -0.460872 1.26122
anonymous:0 1603183120 741126000   -0.738155 -0.460103 1.25901
anonymous:0 1603183120 750570000   -0.73411 -0.459268 1.25691
anonymous:0 1603183120 760569000   -0.729883 -0.458344 1.25484
anonymous:0 1603183120 770718000   -0.725586 -0.457445 1.25277
anonymous:0 1603183120 781325000   -0.721219 -0.456613 1.25086
anonymous:0 1603183120 790816000   -0.716737 -0.455742 1.24901
anonymous:0 1603183120 800976000   -0.71216 -0.454797 1.2472
anonymous:0 1603183120 810698000   -0.707524 -0.453919 1.24537
anonymous:0 1603183120 821322000   -0.70267 -0.452968 1.24361
anonymous:0 1603183120 830997000   -0.697696 -0.452108 1.24195
anonymous:0 1603183120 841078000   -0.692744 -0.451089 1.24032
anonymous:0 1603183120 850889000   -0.687682 -0.450195 1.2388
anonymous:0 1603183120 860929000   -0.682394 -0.449301 1.23733
anonymous:0 1603183120 871096000   -0.677123 -0.448454 1.23588
anonymous:0 1603183120 881233000   -0.671616 -0.447569 1.2346
anonymous:0 1603183120 890956000   -0.666026 -0.44667 1.2334
anonymous:0 1603183120 901274000   -0.660307 -0.445707 1.2322
anonymous:0 1603183120 911131000   -0.654551 -0.444744 1.23117
anonymous:0 1603183120 921232000   -0.648579 -0.443811 1.23023
anonymous:0 1603183120 930780000   -0.642555 -0.442723 1.22924
anonymous:0 1603183120 940832000   -0.63649 -0.441653 1.22842
anonymous:0 1603183120 950923000   -0.630378 -0.440557 1.22756
anonymous:0 1603183120 960881000   -0.624224 -0.439385 1.22675
anonymous:0 1603183120 970863000   -0.617937 -0.438278 1.22598
anonymous:0 1603183120 981012000   -0.611662 -0.437099 1.22541
anonymous:0 1603183120 990682000   -0.605291 -0.436021 1.22488
anonymous:0 1603183121 847000   -0.598772 -0.434914 1.22443
anonymous:0 1603183121 10466000   -0.592142 -0.433605 1.22395
anonymous:0 1603183121 20961000   -0.585512 -0.432345 1.22344
anonymous:0 1603183121 30998000   -0.578848 -0.430963 1.22297
anonymous:0 1603183121 40891000   -0.572053 -0.429613 1.2224
anonymous:0 1603183121 50784000   -0.565117 -0.428327 1.22174
anonymous:0 1603183121 60883000   -0.558119 -0.426979 1.2209
anonymous:0 1603183121 71106000   -0.550914 -0.425792 1.22005
anonymous:0 1603183121 81146000   -0.543559 -0.424493 1.21904
anonymous:0 1603183121 90628000   -0.535946 -0.423226 1.21783
anonymous:0 1603183121 101123000   -0.528244 -0.421731 1.21648
anonymous:0 1603183121 111092000   -0.520416 -0.420407 1.21505
anonymous:0 1603183121 121148000   -0.512763 -0.419042 1.2136
anonymous:0 1603183121 131040000   -0.504964 -0.417713 1.21198
anonymous:0 1603183121 141701000   -0.497009 -0.416086 1.21045
anonymous:0 1603183121 151034000   -0.48894 -0.414659 1.20879
anonymous:0 1603183121 161056000   -0.480992 -0.413046 1.207
anonymous:0 1603183121 170857000   -0.472713 -0.411431 1.20508
anonymous:0 1603183121 180972000   -0.464512 -0.409694 1.20316
anonymous:0 1603183121 190199000   -0.456193 -0.407989 1.20118
anonymous:0 1603183121 200765000   -0.447683 -0.406046 1.19919
anonymous:0 1603183121 210790000   -0.439347 -0.404225 1.19704
anonymous:0 1603183121 221453000   -0.430505 -0.402218 1.1948
anonymous:0 1603183121 230777000   -0.421873 -0.400101 1.19257
anonymous:0 1603183121 240890000   -0.412852 -0.397912 1.19042
anonymous:0 1603183121 250700000   -0.404246 -0.395797 1.18809
anonymous:0 1603183121 260975000   -0.395164 -0.393338 1.18573
anonymous:0 1603183121 270873000   -0.386299 -0.391072 1.18337
anonymous:0 1603183121 280976000   -0.377387 -0.388518 1.18113
anonymous:0 1603183121 290823000   -0.368397 -0.386077 1.17883
anonymous:0 1603183121 300643000   -0.359494 -0.383616 1.17646
anonymous:0 1603183121 310801000   -0.350531 -0.381038 1.17425
anonymous:0 1603183121 320910000   -0.341608 -0.378444 1.1721
anonymous:0 1603183121 330974000   -0.332638 -0.375737 1.16992
anonymous:0 1603183121 340781000   -0.32395 -0.373104 1.1676
anonymous:0 1603183121 350946000   -0.315207 -0.370399 1.16555
anonymous:0 1603183121 361055000   -0.306589 -0.367716 1.16354
anonymous:0 1603183121 370964000   -0.298238 -0.365046 1.16165
anonymous:0 1603183121 381134000   -0.289639 -0.362164 1.15966
anonymous:0 1603183121 390704000   -0.281483 -0.35958 1.15773
anonymous:0 1603183121 400987000   -0.273158 -0.356807 1.15604
anonymous:0 1603183121 411006000   -0.26508 -0.354089 1.15439
anonymous:0 1603183121 420569000   -0.256947 -0.351281 1.15281
anonymous:0 1603183121 430848000   -0.248965 -0.348508 1.15158
anonymous:0 1603183121 440886000   -0.241048 -0.345671 1.15027
anonymous:0 1603183121 450510000   -0.233635 -0.343097 1.14923
anonymous:0 1603183121 461235000   -0.22603 -0.340282 1.14819
anonymous:0 1603183121 471112000   -0.219028 -0.337844 1.1474
anonymous:0 1603183121 480591000   -0.212315 -0.335562 1.1467
anonymous:0 1603183121 489831000   -0.205511 -0.333057 1.14618
anonymous:0 1603183121 499491000   -0.199041 -0.330692 1.14587
anonymous:0 1603183121 509740000   -0.192763 -0.328419 1.14574
anonymous:0 1603183121 519092000   -0.186716 -0.326163 1.14574
anonymous:0 1603183121 529611000   -0.180657 -0.324033 1.14597
anonymous:0 1603183121 540586000   -0.174861 -0.321919 1.14632
anonymous:0 1603183121 550204000   -0.169375 -0.319962 1.14683
anonymous:0 1603183121 560661000   -0.164082 -0.318103 1.14757
anonymous:0 1603183121 570220000   -0.159142 -0.316308 1.1485
anonymous:0 1603183121 580743000   -0.154469 -0.314526 1.14956
anonymous:0 1603183121 590550000   -0.149962 -0.312845 1.1507
anonymous:0 1603183121 600882000   -0.145801 -0.311202 1.1521
anonymous:0 1603183121 610924000   -0.141932 -0.309718 1.15386
anonymous:0 1603183121 621429000   -0.13816 -0.308213 1.15548
anonymous:0 1603183121 630826000   -0.134562 -0.306752 1.15743
anonymous:0 1603183121 640752000   -0.131283 -0.30529 1.1597
anonymous:0 1603183121 650877000   -0.128233 -0.303981 1.16185
anonymous:0 1603183121 661103000   -0.125472 -0.302638 1.16436
anonymous:0 1603183121 671092000   -0.122929 -0.301335 1.16664
anonymous:0 1603183121 680965000   -0.120627 -0.300114 1.16927
anonymous:0 1603183121 690671000   -0.118641 -0.298957 1.17171
anonymous:0 1603183121 701028000   -0.116942 -0.297876 1.17428
anonymous:0 1603183121 710844000   -0.115356 -0.296758 1.17701
anonymous:0 1603183121 721113000   -0.114008 -0.295738 1.17973
anonymous:0 1603183121 730944000   -0.112871 -0.294634 1.18252
anonymous:0 1603183121 740814000   -0.111927 -0.293644 1.18537
anonymous:0 1603183121 750886000   -0.111282 -0.292649 1.18816
anonymous:0 1603183121 760951000   -0.110808 -0.291536 1.19091
anonymous:0 1603183121 770786000   -0.110446 -0.290379 1.19377
anonymous:0 1603183121 781079000   -0.110415 -0.289311 1.19644
anonymous:0 1603183121 790888000   -0.110304 -0.288051 1.19935
anonymous:0 1603183121 801000000   -0.110311 -0.286664 1.20203
anonymous:0 1603183121 811103000   -0.110478 -0.285267 1.20495
anonymous:0 1603183121 820698000   -0.110797 -0.283786 1.20759
anonymous:0 1603183121 830953000   -0.111423 -0.28225 1.21027
anonymous:0 1603183121 840832000   -0.112152 -0.280654 1.2126
anonymous:0 1603183121 850918000   -0.113113 -0.278984 1.21508
anonymous:0 1603183121 861017000   -0.114474 -0.277238 1.21704
anonymous:0 1603183121 870762000   -0.115741 -0.275338 1.2191
anonymous:0 1603183121 881179000   -0.117242 -0.273327 1.22109
anonymous:0 1603183121 891006000   -0.118786 -0.271293 1.22276
anonymous:0 1603183121 901068000   -0.120437 -0.268962 1.22461
anonymous:0 1603183121 911101000   -0.122237 -0.2666 1.2261
anonymous:0 1603183121 920703000   -0.124033 -0.264069 1.22727
anonymous:0 1603183121 930835000   -0.126189 -0.261482 1.22843
anonymous:0 1603183121 941100000   -0.128221 -0.258786 1.22938
anonymous:0 1603183121 950719000   -0.130412 -0.255903 1.23008
anonymous:0 1603183121 961151000   -0.132563 -0.253037 1.23047
anonymous:0 1603183121 970658000   -0.135013 -0.249966 1.23081
anonymous:0 1603183121 981759000   -0.137668 -0.246865 1.23084
anonymous:0 1603183121 990900000   -0.140352 -0.243656 1.23076
anonymous:0 1603183122 789000   -0.14311 -0.240317 1.23064
anonymous:0 1603183122 10959000   -0.146075 -0.236917 1.23005
anonymous:0 1603183122 21045000   -0.14911 -0.233322 1.22945
anonymous:0 1603183122 30927000   -0.152273 -0.22972 1.22856
anonymous:0 1603183122 40928000   -0.155477 -0.225917 1.2276
anonymous:0 1603183122 50917000   -0.158918 -0.222127 1.22631
anonymous:0 1603183122 60868000   -0.162305 -0.218115 1.22502
anonymous:0 1603183122 70550000   -0.165918 -0.214023 1.2235
anonymous:0 1603183122 80879000   -0.169692 -0.209932 1.2218
anonymous:0 1603183122 90756000   -0.173507 -0.205688 1.21991
anonymous:0 1603183122 100811000   -0.17734 -0.201248 1.21781
anonymous:0 1603183122 111051000   -0.181367 -0.196766 1.21552
anonymous:0 1603183122 120871000   -0.185421 -0.192117 1.21331
anonymous:0 1603183122 130646000   -0.189567 -0.187274 1.21077
anonymous:0 1603183122 141012000   -0.193789 -0.182457 1.2081
anonymous:0 1603183122 150781000   -0.198035 -0.177509 1.20528
anonymous:0 1603183122 160964000   -0.202355 -0.172297 1.20252
anonymous:0 1603183122 170449000   -0.206666 -0.167045 1.19937
anonymous:0 1603183122 179893000   -0.211007 -0.161694 1.19615
anonymous:0 1603183122 189328000   -0.215483 -0.156134 1.19296
anonymous:0 1603183122 199831000   -0.219836 -0.150478 1.18939
anonymous:0 1603183122 209448000   -0.224327 -0.144584 1.18601
anonymous:0 1603183122 219005000   -0.228929 -0.138716 1.18237
anonymous:0 1603183122 228957000   -0.233444 -0.132703 1.17867
anonymous:0 1603183122 239015000   -0.238103 -0.126607 1.17499
anonymous:0 1603183122 248745000   -0.242631 -0.12052 1.17099
anonymous:0 1603183122 259081000   -0.247258 -0.114323 1.16715
anonymous:0 1603183122 268997000   -0.251907 -0.108148 1.16311
anonymous:0 1603183122 279165000   -0.256575 -0.102008 1.15913
anonymous:0 1603183122 288903000   -0.261292 -0.0958946 1.15502
anonymous:0 1603183122 298901000   -0.266164 -0.0897307 1.15081
anonymous:0 1603183122 309077000   -0.270893 -0.0834937 1.14672
anonymous:0 1603183122 320375000   -0.275832 -0.0774019 1.14252
anonymous:0 1603183122 330109000   -0.280802 -0.0712543 1.13839
anonymous:0 1603183122 340390000   -0.285677 -0.0651128 1.13425
anonymous:0 1603183122 349926000   -0.290632 -0.0590136 1.1303
anonymous:0 1603183122 360456000   -0.295583 -0.0530231 1.12617
anonymous:0 1603183122 370520000   -0.300474 -0.0469283 1.12222
anonymous:0 1603183122 380809000   -0.305495 -0.0410673 1.1183
anonymous:0 1603183122 390475000   -0.310502 -0.0349847 1.11425
anonymous:0 1603183122 400479000   -0.315613 -0.0290095 1.11033
anonymous:0 1603183122 410704000   -0.320702 -0.0230938 1.10646
anonymous:0 1603183122 421049000   -0.325869 -0.0170935 1.10271
anonymous:0 1603183122 430463000   -0.331034 -0.011293 1.09889
anonymous:0 1603183122 440917000   -0.336169 -0.00543168 1.09527
anonymous:0 1603183122 450646000   -0.34113 0.000436603 1.09191
anonymous:0 1603183122 461128000   -0.346062 0.00635225 1.08863
anonymous:0 1603183122 470937000   -0.351111 0.0122586 1.0854
anonymous:0 1603183122 481027000   -0.35602 0.0181055 1.08245
anonymous:0 1603183122 491049000   -0.360949 0.0239734 1.07949
anonymous:0 1603183122 501055000   -0.365883 0.0297554 1.0766
anonymous:0 1603183122 511089000   -0.370724 0.0355234 1.07388
anonymous:0 1603183122 521437000   -0.37557 0.0412486 1.07138
anonymous:0 1603183122 531009000   -0.380288 0.0468458 1.06901
anonymous:0 1603183122 540075000   -0.385034 0.0523071 1.06678
anonymous:0 1603183122 549557000   -0.389726 0.0576906 1.06478
anonymous:0 1603183122 559426000   -0.394428 0.0630355 1.06297
anonymous:0 1603183122 569021000   -0.39913 0.0682697 1.06106
anonymous:0 1603183122 580283000   -0.403983 0.0733681 1.0594
anonymous:0 1603183122 590509000   -0.408769 0.0784401 1.05788
anonymous:0 1603183122 600466000   -0.413563 0.083517 1.05647
anonymous:0 1603183122 610836000   -0.41842 0.0884443 1.05514
anonymous:0 1603183122 620970000   -0.423341 0.0931882 1.05369
anonymous:0 1603183122 630996000   -0.428158 0.0979356 1.05253
anonymous:0 1603183122 641033000   -0.433077 0.102567 1.0514
anonymous:0 1603183122 650636000   -0.437846 0.107191 1.05039
anonymous:0 1603183122 660957000   -0.442779 0.111616 1.04956
anonymous:0 1603183122 671034000   -0.447489 0.116085 1.04878
anonymous:0 1603183122 680865000   -0.452348 0.120656 1.04808
anonymous:0 1603183122 690901000   -0.457192 0.12504 1.04751
anonymous:0 1603183122 700910000   -0.46197 0.129545 1.04706
anonymous:0 1603183122 710741000   -0.467001 0.133952 1.04644
anonymous:0 1603183122 720812000   -0.471972 0.138416 1.04607
anonymous:0 1603183122 731350000   -0.476849 0.142679 1.04578
anonymous:0 1603183122 740841000   -0.481684 0.147071 1.04548
anonymous:0 1603183122 750981000   -0.486464 0.151415 1.0454
anonymous:0 1603183122 760983000   -0.491232 0.155738 1.04525
anonymous:0 1603183122 771096000   -0.495885 0.160013 1.04532
anonymous:0 1603183122 781241000   -0.500698 0.164207 1.04533
anonymous:0 1603183122 790808000   -0.505383 0.168453 1.04562
anonymous:0 1603183122 800646000   -0.509711 0.172623 1.04582
anonymous:0 1603183122 811418000   -0.514185 0.176634 1.04634
anonymous:0 1603183122 821195000   -0.51857 0.180753 1.04685
anonymous:0 1603183122 830996000   -0.522885 0.184672 1.04751
anonymous:0 1603183122 841243000   -0.527127 0.188664 1.0483
anonymous:0 1603183122 851095000   -0.531258 0.192564 1.04909
anonymous:0 1603183122 861001000   -0.53548 0.196349 1.05006
anonymous:0 1603183122 871042000   -0.53955 0.199988 1.05111
anonymous:0 1603183122 881141000   -0.543668 0.203611 1.0524
anonymous:0 1603183122 891200000   -0.547543 0.207237 1.05374
anonymous:0 1603183122 901130000   -0.551464 0.210946 1.0552
anonymous:0 1603183122 910864000   -0.555474 0.21437 1.05676
anonymous:0 1603183122 921487000   -0.559231 0.21783 1.0586
anonymous:0 1603183122 931156000   -0.562951 0.221317 1.06036
anonymous:0 1603183122 941542000   -0.566487 0.22469 1.06239
anonymous:0 1603183122 950983000   -0.569976 0.228063 1.06448
anonymous:0 1603183122 961180000   -0.573356 0.231315 1.06664
anonymous:0 1603183122 970905000   -0.576781 0.234324 1.06914
anonymous:0 1603183122 981620000   -0.579953 0.237466 1.07158
anonymous:0 1603183122 991162000   -0.58303 0.240558 1.07421
anonymous:0 1603183123 1215000   -0.586004 0.24361 1.07679
anonymous:0 1603183123 11132000   -0.589078 0.246551 1.07951
anonymous:0 1603183123 21151000   -0.59168 0.249621 1.08248
anonymous:0 1603183123 31247000   -0.594471 0.252406 1.0856
anonymous:0 1603183123 41405000   -0.59715 0.255255 1.08852
anonymous:0 1603183123 51210000   -0.599326 0.258044 1.09177
anonymous:0 1603183123 61365000   -0.601455 0.260683 1.09493
anonymous:0 1603183123 71103000   -0.603308 0.263338 1.09834
anonymous:0 1603183123 81338000   -0.604954 0.26576 1.10168
anonymous:0 1603183123 90593000   -0.606377 0.268109 1.10528
anonymous:0 1603183123 100376000   -0.607856 0.270315 1.10861
anonymous:0 1603183123 110824000   -0.60904 0.272719 1.11226
anonymous:0 1603183123 120814000   -0.610277 0.274991 1.11569
anonymous:0 1603183123 131280000   -0.61108 0.277154 1.11929
anonymous:0 1603183123 141139000   -0.611863 0.27916 1.12296
anonymous:0 1603183123 151089000   -0.612568 0.281323 1.12659
anonymous:0 1603183123 161032000   -0.612866 0.283123 1.13053
anonymous:0 1603183123 170977000   -0.613285 0.285107 1.1342
anonymous:0 1603183123 181617000   -0.613532 0.287114 1.13805
anonymous:0 1603183123 190960000   -0.613623 0.288912 1.14209
anonymous:0 1603183123 200862000   -0.613644 0.290852 1.14601
anonymous:0 1603183123 211089000   -0.613334 0.292701 1.15004
anonymous:0 1603183123 221024000   -0.612763 0.294756 1.15406
anonymous:0 1603183123 231030000   -0.612116 0.296587 1.15814
anonymous:0 1603183123 241169000   -0.611485 0.298392 1.16228
anonymous:0 1603183123 250723000   -0.610712 0.300267 1.16636
anonymous:0 1603183123 261197000   -0.609542 0.302157 1.17052
anonymous:0 1603183123 271096000   -0.608293 0.304178 1.1746
anonymous:0 1603183123 280942000   -0.606748 0.306264 1.17862
anonymous:0 1603183123 291159000   -0.605156 0.308107 1.18263
anonymous:0 1603183123 300936000   -0.60345 0.310189 1.18652
anonymous:0 1603183123 311110000   -0.601453 0.312324 1.19033
anonymous:0 1603183123 321037000   -0.59918 0.314309 1.19399
anonymous:0 1603183123 331002000   -0.596809 0.316529 1.19748
anonymous:0 1603183123 340939000   -0.594449 0.318631 1.20103
anonymous:0 1603183123 351055000   -0.591643 0.320983 1.20411
anonymous:0 1603183123 361038000   -0.588894 0.323194 1.20717
anonymous:0 1603183123 370827000   -0.585791 0.32559 1.20991
anonymous:0 1603183123 381605000   -0.582673 0.327921 1.21255
anonymous:0 1603183123 391123000   -0.579145 0.330198 1.21503
anonymous:0 1603183123 401330000   -0.575808 0.3326 1.2171
anonymous:0 1603183123 411266000   -0.572082 0.334918 1.21917
anonymous:0 1603183123 421499000   -0.568082 0.337153 1.22079
anonymous:0 1603183123 431087000   -0.56431 0.339298 1.2221
anonymous:0 1603183123 441042000   -0.560435 0.34151 1.22337
anonymous:0 1603183123 451013000   -0.556107 0.343947 1.22441
anonymous:0 1603183123 461180000   -0.551996 0.345982 1.22513
anonymous:0 1603183123 471234000   -0.547865 0.348227 1.22579
anonymous:0 1603183123 481223000   -0.543298 0.350376 1.22611
anonymous:0 1603183123 491019000   -0.538943 0.352669 1.22631
anonymous:0 1603183123 501018000   -0.534325 0.354705 1.2263
anonymous:0 1603183123 511069000   -0.529878 0.356875 1.22638
anonymous:0 1603183123 520907000   -0.525228 0.359027 1.22599
anonymous:0 1603183123 531054000   -0.520596 0.361346 1.22556
anonymous:0 1603183123 541195000   -0.515772 0.36346 1.22506
anonymous:0 1603183123 551055000   -0.510912 0.36558 1.22449
anonymous:0 1603183123 561320000   -0.506033 0.367856 1.22352
anonymous:0 1603183123 570737000   -0.501126 0.369895 1.22249
anonymous:0 1603183123 580712000   -0.496022 0.372121 1.22151
anonymous:0 1603183123 590393000   -0.491072 0.374381 1.22022
anonymous:0 1603183123 600397000   -0.486039 0.376668 1.21892
anonymous:0 1603183123 609871000   -0.48087 0.378863 1.21741
anonymous:0 1603183123 619929000   -0.475807 0.381256 1.21581
anonymous:0 1603183123 629675000   -0.470762 0.383615 1.21406
anonymous:0 1603183123 639283000   -0.46557 0.385766 1.21236
anonymous:0 1603183123 649131000   -0.460285 0.388077 1.21065
anonymous:0 1603183123 659791000   -0.455087 0.390294 1.20878
anonymous:0 1603183123 670109000   -0.449954 0.392512 1.2069
anonymous:0 1603183123 680473000   -0.444657 0.3946 1.20477
anonymous:0 1603183123 690592000   -0.439282 0.396806 1.20288
